,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
Glycerol tricaprylate,-0.29538617,-0.29562961,-0.29515875, 0.13170004,-0.29526943, 2.20861902,-0.29521850,-0.29583200,-0.29494331,-0.29521358,-0.29499510,-0.29448032,-0.29509862,-0.29528908, 0.01433081,-0.29549192,-0.29555796,-0.29543749,-0.29553808
Glycerol, 0.515892255,-0.106245055, 0.158787642,-0.560922511, 0.164746326,-0.297598391,-0.312364611, 1.357717264, 0.533852508,-0.305739221,-0.195144298,-0.204287249, 0.137318308, 0.100478347,-0.682707337, 0.350395955,-0.280337453,-0.258831504,-0.300141369
Glycolic acid, 2.067956623,-0.244352839, 1.787896018,-0.733732312, 0.565001580, 0.381109077,-0.422895496, 2.009560444, 0.152836512, 1.055226052, 0.959092575, 1.091799487, 1.199007997,-0.718404455,-0.190787221, 0.026980357, 1.121737982, 0.912019696, 0.732778031
"Guanidine, N,N-dimethyl", 0.5402289972,-0.2930481008,-0.1472468605,-0.2789703619,-0.1210917089,-0.2665858490,-0.3087399095, 0.2610400122,-0.0891648654,-0.2315811251,-0.0773898922, 0.1203567991,-0.1911795871,-0.1561457126,-0.3665116807,-0.0004977957,-0.0929405657,-0.2474110505,-0.1774517891
"Gulonic acid, gamma-lactone",-0.478267919,-0.220516448,-0.268934846,-0.478163010,-0.477906317,-0.479126117,-0.477748557,-0.479648922,-0.476896121, 3.030476000,-0.477056556, 3.199854439,-0.477377202,-0.477967173, 6.062197626,-0.478595500, 4.173637769, 2.934885379,-0.478738467
Heptadecanoic acid, 0.7891980574,-0.3577193217,-0.2402076932,-0.1700076617,-0.1765318473,-0.3317910149,-0.2155033898, 0.2280952607, 0.1185299732,-0.1362587701, 0.0512732826, 0.4774772563, 0.0362201440,-0.1641048547,-0.2857721785,-0.1256761502,-0.3044917271,-0.2004178302,-0.2322913847
Hexacosanoic acid,-0.282548101,-0.286226002,-0.279112201, 0.209129329,-0.280784405,-0.286733927,-0.280014937,-0.289283885, 0.035503552,-0.279940508,-0.276639736,-0.268862253,-0.278203669,-0.281081228,-0.285874212, 0.553535923,-0.285143504,-0.283323377,-0.284843178
"Hexadecanoic acid, 4-hydroxybutyl ester",-0.145804939,-0.415197508, 0.027684959,-0.375420397,-0.091050933,-0.182558450,-0.245589687,-0.259805276,-0.282128972,-0.467398226,-0.466292759,-0.463687989,-0.466816538,-0.467780266,-0.377758885, 0.593454604,-0.192876500,-0.281668582, 0.019170173
"Hexadecanoic acid, ethyl ester", 0.551695736,-0.245278135,-0.094424307,-0.202930406,-0.095796894,-0.184617852,-0.158795242, 0.296160598, 0.026356931,-0.173175031,-0.009063701, 0.328865200, 0.001163341,-0.148149676,-0.206844409, 0.010446634,-0.228177725,-0.178700111,-0.148049268
"Hexadecanoic acid, methyl ester", 0.85179828,-0.40457659,-0.09914818, 0.05227066,-0.20508580,-0.27473003,-0.28448977, 0.29682590, 0.08694112,-0.30392764,-0.13643476, 0.27104177,-0.07053681,-0.26032779,-0.35472587,-0.07362030,-0.31043594,-0.30432025,-0.26771462
"Hexadecanoic acid, tetradecyl ester",-0.195833462,-0.231689050,-0.235036755,-0.040004023,-0.235038179,-0.235043245,-0.235037523,-0.230586397,-0.232049526,-0.235037460,-0.230850953,-0.221314728, 0.036855926,-0.235038431,-0.229037264,-0.177777770,-0.229984090, 1.071022004,-0.235041635
Hexanedioic acid, 0.874927201,-0.403706820,-0.274571330,-0.016732033,-0.121480130,-0.370709114,-0.474270903, 0.120015133,-0.408852716,-0.426565928,-0.315706666,-0.159638042,-0.356039912,-0.375820724,-0.365965519,-0.279721118,-0.350025637,-0.475371681,-0.195026106
Hexanoic acid,-0.296283866,-0.299009062, 0.049109493,-0.100006109, 0.142308062,-0.299385417, 0.023426464, 0.418394020, 0.169544020, 0.061963147,-0.291905974, 0.712018261, 0.289347383, 0.192110194,-0.042565275, 0.334720866,-0.029880309, 0.122448239, 0.066841257
"Hexonic acid, 3-deoxy-, gamma-lactone", 1.333205203, 0.834791356, 0.245059439, 0.931603208, 0.319428186,-0.609602944, 0.925472681, 0.956083827,-0.680254682,-0.436811660, 1.278544583,-0.367311420, 0.680761320,-0.023212159, 0.728676507, 1.177387992, 1.075694204, 0.357561024, 0.574062686
"Hydantoin, 5-hydroxy",-0.41616260,-0.41948463,-0.41305915,-0.41570042,-0.41456955,-0.41994341,-0.41387454,-0.42224664,-0.41011911,-0.41380731,-0.41082592,-0.40380097, 0.98268119,-0.41483766, 1.29221501,-0.41760576,-0.41850687, 0.59944030, 1.99919781
Hydracrylic acid, 1.453141200, 1.962447319, 2.774901892,-0.223430988, 0.112718839,-0.408376334, 0.968323880, 0.166863472,-0.328156678, 0.019759718, 0.562748204, 0.573624357, 0.229855334,-0.647785292, 0.445290261,-0.144521066, 0.631785903, 1.716816632, 2.230146011
Hydroquinone, 0.384321016, 0.846210993,-0.444181137,-0.624041181, 0.211099070,-0.793556646,-0.587356365, 0.239309697,-0.611157605,-0.409096250,-0.579715139,-0.358021586,-0.530451211,-1.420788161,-0.724615537,-0.349946370,-0.517813828,-0.723107294,-0.652251041
Hymexazole, 1.228747944, 0.781432830, 0.640250141, 0.154580769, 0.631976297, 0.129008738,-0.017075987, 0.582189165,-0.030779387, 0.529318290, 0.451013312, 0.472069588, 0.281144946, 0.171561223,-0.217684457, 0.481889210, 0.339760227,-0.022622978, 0.231382429
Idoxuridine, 0.56736156,-0.82293814,-0.03906608,-0.81303846, 0.13301341,-0.10596815,-0.16487618, 4.90541852, 0.72661285,-0.07506059, 0.10006922,-0.39765578,-0.75368680,-0.35698272,-0.30967012, 0.27826249,-0.26839230,-0.57273410,-0.69402046
"Inosose-2, myo", 0.778576250, 0.304056672,-0.658749371,-0.487823940, 1.872364679,-1.008215691,-0.241499868,-0.323741195, 0.732153862,-0.432766101,-0.699329703,-0.482393040,-0.564147626,-0.046484652,-0.746548167, 0.338978682,-0.811352387,-0.446523987,-0.633061426
Isocitric acid lactone,-0.84407382,-1.16856392, 0.01029761, 1.42826628, 1.94488102,-0.26477558,-0.78111076,-1.17705274, 0.14057704,-0.30852265,-1.14195199,-1.12036132,-1.14629354,-1.15428178,-0.89968361,-0.05318955,-1.16555885,-1.16050609,-1.16472513
Isonicotinic Acid,-0.30474172,-0.30604184,-0.30352715,-0.30456084,-0.30411826,-0.30622139,-0.30384626,-0.30712278,-0.30237653,-0.30381995,-0.30265315,-0.29990385, 1.26550023,-0.26333189,-0.30591748,-0.30530652, 0.40768428, 0.89830093,-0.30555302
Isopropyl myristate, 0.506380285,-0.315918936,-0.122780137,-0.242803016,-0.202308793,-0.198745915,-0.146443316, 0.226830583,-0.081120326,-0.281807788,-0.068225420, 0.272997311,-0.085462198,-0.240393424,-0.296605203,-0.001928542,-0.297784967,-0.290863817,-0.239564695
Isopropyl palmitate, 0.6670448467,-0.3154780663,-0.0577605300,-0.2453617676,-0.1102559892,-0.2064186860,-0.1872678434, 0.4954971714, 0.0855612099,-0.1994711840, 0.0007094798, 0.4843592276, 0.0142125801,-0.1312592787,-0.2350719717, 0.0664319395,-0.2764527861,-0.1852694013,-0.1817477075
Itaconic acid,-0.50663506, 0.23150404, 0.68855157, 0.44180040,-0.50465396, 0.61694168, 0.41221144,-0.51420112,-0.49911943, 0.39266728,-0.49999840,-0.49126224,-0.50175511, 0.60542444,-0.51037116,-0.50842977, 0.52840778,-0.50750590,-0.50921304
Ketamine,-0.917389579,-0.949175618,-0.986916694,-0.982991014, 2.057172435,-0.987191363, 2.761463071, 0.195609896, 0.900323534, 1.681713978,-0.076353188, 0.961214432, 0.559135635,-0.070998560,-0.383350447, 2.231876363,-0.493246320, 1.094854754, 0.232530293
Kojic acid,-0.3457979368,-0.4405520149,-0.2758011450,-0.3459774581,-0.4526007448,-0.4890968732,-0.4297688150,-0.9045326031,-0.4684632220,-0.5682346374,-0.8916174866,-0.5613833693,-0.7633016432,-0.6196060369,-0.3816130673,-0.5004306353,-0.4136132794,-0.5120565526,-0.2741452337
L-(-)-Sorbofuranose,-0.26294133,-0.26311364,-0.26278036,-0.26291736,-0.26285870,-0.26313743,-0.26282265,-0.26325690,-0.26262787,-0.26281917,-0.26266453,-0.26230015,-0.26273780,-0.26287261,-0.26309716,-0.26301618,-0.26306292,-0.26297765, 9.74138209
L-(+)-Lactic acid,-0.272121313,-0.272838607, 0.083854856,-0.063700246,-0.271777343,-0.024575530,-0.147537845, 0.103132324,-0.041524741,-0.102995782,-0.270969017,-0.000597598,-0.056826157,-0.097002849,-0.143526383, 0.029991886,-0.272627489,-0.111246236,-0.115677529
L-(+)-Rhamnopyranose,-0.947806067, 1.489382870,-0.939436767, 0.391510497,-0.943509987, 0.259275597, 0.089748403,-0.964213354, 0.487980575, 0.194442248, 1.041192630, 0.431003912, 0.900531107, 1.685438006, 3.801688919, 0.627295621, 0.133959499, 0.773127333, 3.471743644
L-5-Oxoproline, 1.1744400230, 1.2401379326, 1.7781989004, 1.0392280259,-0.4293224495, 0.4853740342, 1.1518459878,-0.9616319661,-1.0532380520, 0.4613405823, 1.0178806074, 1.8056391035, 0.8168929731,-0.7011665922, 0.3249630638,-0.8783155799, 0.5470510418, 0.9002174902, 1.7275112478
Lactic Acid, 0.739102584,-0.710372362, 0.118020884,-0.288423587, 0.659735455, 0.643953153,-0.027749332, 2.734256830, 0.666568343,-0.297953256,-0.357342592, 0.414251077, 0.425705641,-0.618218291,-0.400088910, 0.174489889, 0.165239568,-0.330942946,-0.162146379
L-Alanine, 3.37835042,-0.30338574,-0.30146232,-0.30225296,-0.30191445,-0.30352307,-0.30170640,-0.30421252,-0.30058224,-0.30168627,-0.30079382,-0.29869095,-0.30121667,-0.30199470,-0.30329062,-0.30282331,-0.30309305,-0.30260093,-0.30301185
L-Aspartic acid, 3.613897941, 0.190818959,-0.213639905,-0.189772263,-1.102849880, 0.227659736, 1.269905286,-0.963388864,-1.049890534,-0.940022945, 0.119463213,-0.382610473,-0.685843683,-0.904347348, 1.171853482,-0.697190524, 0.923291379,-0.407948527, 0.273538555
Levoglucosan,-0.5009884915,-0.0095989501,-0.7195914893,-0.2952173448, 0.1906224932,-0.3053616146,-0.0975370558, 0.3488346563, 0.0980690920,-0.6149290187,-0.6232417761,-0.4593315695,-0.6164290271,-0.5808879814, 0.3763955325, 0.2989455448,-0.6655026592, 0.2111203038, 0.5889946018
Levulinic acid, 0.775448949,-0.517568600, 0.602984694, 0.191534513,-0.346743654, 0.200417634,-0.598807699,-1.036966757,-0.543694851,-0.554958990,-0.667675599,-0.010991603,-0.442342032,-0.576899489,-0.872432220,-0.351578406,-0.569395043,-0.517566001,-0.544314732
L-Fucose, 0.2163833613,-0.6237990042,-0.5150307110,-0.5647840974, 2.5346166523,-0.0819751696,-0.5750708576, 0.2792549079, 0.8386837036,-0.3248381611,-0.7071505405,-0.4841474560,-1.1350540163,-0.1645910286,-0.2248017780, 1.4798794923,-0.1723040981,-0.6059488865,-0.5995609741
L-Glutamic acid,-0.02295738, 0.22180498, 2.01868518, 1.47033635,-0.79066865, 0.78919128, 0.48833696,-0.88459930,-0.92681748, 0.01213997, 0.40893840, 1.19791136, 0.60449084,-0.51953443, 0.53893889,-0.63521875, 0.55656765, 0.56343466, 1.07890352
Lignoceric acid,-0.509779978,-0.515176939,-0.504738130, 2.836853322, 1.115714172,-0.515922269,-0.506062807,-0.519664084,-0.499961759,-0.505953590, 0.352999787,-0.489697331,-0.503404948, 0.877803456, 1.820393992,-0.512124537, 0.156014181,-0.510917621,-0.513147779
L-Isoleucine, 2.286786301, 4.142406371, 0.516927933, 0.317205497, 2.402073389,-0.691577479, 0.480498827, 0.450747420,-0.277137783,-0.829478734,-0.670085926,-0.740787708,-1.193007105,-0.755859119,-0.285110918,-0.200688370,-0.500249843,-0.822155919,-0.101975463
L-Leucine, 1.95875391, 3.32098700, 0.46489152,-0.98389317, 1.46823670,-0.59569197, 0.21163032, 0.53034863,-0.09259350,-0.71256660,-0.59608971,-0.57187279,-1.11756665,-0.59894654,-0.05886224, 0.35674980,-0.45543770,-0.62977522, 0.03960394
l-Leucyl-l-valine, 0.105265974, 0.356205065, 1.355827807, 0.792789767,-0.957070283, 0.134835044, 0.365011358,-0.958668625,-0.956143718,-0.205255893, 0.035168445,-0.954828303,-0.008061109, 0.579932296, 1.886390389, 0.459198350,-0.038176557, 0.142776496, 0.782526415
L-Proline, 3.32975291, 4.09273860, 1.72491755, 0.31758429, 0.83985563,-0.42076635, 0.47816475,-0.44245571,-0.67236814,-0.63789163,-1.54150520, 0.65622514,-0.05466616,-0.29156545,-0.20712150, 1.09873827, 0.58545778,-0.73115942,-0.36037120
L-Rhamnose, 0.03975565,-1.18701323,-0.24152634,-0.28093384, 0.18897723,-0.24755703,-0.11593712,-0.72843653,-0.54085260,-0.48128032,-0.65118323,-0.89771512,-0.60008790,-0.71418419,-0.56444826,-0.23777142,-0.49032207,-0.46780560,-0.63066686
"L-Sorbopyranose, (1S,2R,3S)",-0.196302219,-0.196378641,-0.196230825,-0.196291587,-0.196265571,-0.196389196,-0.196249583,-0.196442181,-0.196163190,-0.196248036,-0.196179450,-0.196017843,-0.196211947,-0.196271739,-0.196371332,-0.196335419,-0.196356148,-0.196318328,-0.196349908
L-Threonine, 0.376006894,-0.278960887, 2.129103145, 1.442846099,-0.688074841, 0.337187074, 0.362340952,-0.343384256,-0.571881723,-0.812540175,-0.061277624, 0.388529050,-0.345602062,-0.472267561, 0.446489940,-0.540272675, 0.005319809,-0.683253225, 1.411566934
"L-Valinamide, N(2),N(2)-dimethyl",-0.3651233552,-0.3651246596,-0.3651221367,-0.2741620658,-0.3651227298,-0.3370687728,-0.3651224569, 1.2443904408, 1.9819318630,-0.3651224305, 3.8749508306,-0.3651185017, 1.5731270206, 3.3712908849, 0.8550067564,-0.3651239219, 1.4275924496,-0.3651236302,-0.3651241692
L-Valine, 2.765209401, 3.803802794, 0.586378158, 0.178922575, 1.464881350,-0.747072936, 0.566229604, 0.448995024,-0.255519678,-0.820245191,-0.664157817,-0.551375738,-1.111456405,-0.783946042,-0.156122003, 0.036964291, 0.061309250,-0.697325972,-0.152312457
L-Valyl-L-leucine,-0.45556374, 0.47828518,-0.45454375,-0.45541184, 0.43399349, 0.40641243, 1.62769236,-0.45756336,-0.45357746,-0.45478964,-0.45380976, 1.69762214, 1.49460221, 0.74954358, 2.34541616,-0.45603806, 2.18236036, 3.49323777,-0.45624507
Malic acid,-0.550326787, 0.311192370,-0.579046859,-0.561353595, 1.885070696,-0.317033463,-0.562150064, 0.654123936, 3.474835973,-0.545316496,-0.600223304,-0.552776935, 1.383535506,-0.574715314,-0.578314994,-0.451511739,-0.560118901,-0.407626067, 1.793734416
"Mannonic acid, gamma-lactone",-0.287652229,-0.288011154,-0.287316920,-0.287602293,-0.287480110,-0.288060722,-0.275699857,-0.288309572,-0.286999267,-0.287397755,-0.287075633,-0.286316631,-0.287228257,-0.287509077,-0.287976823,-0.287808154,-0.287905514,-0.287727888,-0.287876205
Menthol, 0.71089596,-0.05813754,-0.27112444,-0.43184791, 0.17211166,-0.51756872,-0.06319833, 0.69458194, 0.21903595, 0.02220559, 0.28818248, 0.48402028, 0.15866565, 0.05382369,-0.12892325,-0.25515529, 0.03100808, 0.04349382, 0.07981047
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate", 1.369936087, 1.045549700, 0.240906382,-0.056031319, 0.054261169,-0.263208500,-0.855331324, 0.858051555, 0.145746413,-0.475250917,-0.219961544,-0.789361057,-1.088571083,-0.761641835,-0.394012824, 0.488862653,-0.362263758,-1.191454928,-0.390946767
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,-0.80565487, 1.02686304,-0.79990574,-0.80479869,-0.80270376,-0.81265883, 0.75648707, 2.85978370, 1.17058582, 1.41039162, 2.09149739,-0.78275496,-0.79838553, 0.91385465, 0.50808926,-0.80832834,-0.80999764, 1.14255644,-0.80949512
Methyl alpha-Arabinofuranoside,-0.135134024,-0.379054228, 0.128208747, 0.107043910,-0.035348431,-0.008336587,-0.172551623,-0.249008309,-0.116237348, 0.164616946, 0.175067253, 0.186730212, 0.267304141, 0.264957119, 0.211222327, 0.360893481, 0.366797056, 0.169042797, 0.158158264
Methyl alpha-D-glucofuranoside,-0.17251388,-0.17268650,-0.17235263,-0.17248987,-0.17243111,-0.17271033,-0.17239500,-0.17283001,-0.17219987,-0.17239150,-0.17223659,-0.17187158,-0.17230999,-0.17244504,-0.17266999,-0.17258887,-0.17263569,-0.17255027,-0.17262160
Methyl alpha-N-acetyl-D-galactosamine,-0.230162464,-0.233445483,-0.227095463,-0.229705713,-0.228588129,-0.233898874,-0.227901275,-0.236175052,-0.224189954,-0.227834838,-0.224888457,-0.217946012,-0.226284477, 7.791207976, 3.235940749,-0.231588679,-0.232479208,-0.230854501,-0.232211127
Methyl beta-Arabinofuranoside,-0.50812868,-0.50813758,-0.50812037,-0.50812745, 0.68591570, 0.54572038,-0.50783243, 0.82551550, 2.90034878,-0.50812238,-0.50811439,-0.50809558,-0.20699450,-0.50812513,-0.50813673,-0.50813255,-0.50813496,-0.50813056,-0.50813423
"Methyl galactoside (1S,2S,3S,4R,5R)",-0.2967554656,-0.3579631996,-0.2904739804,-0.3579482862,-0.3579438295,-0.3579650077,-0.3579410904, 0.5829892077,-0.2911220868,-0.3579408255,-0.3579290759, 4.4566017929,-0.3579346430,-0.3579448861,-0.2387183095,-0.2977858474,-0.3579593463,-0.3579528673,-0.3579582773
Methyl stearate, 0.707458828,-0.259574396,-0.194384082,-0.189851894,-0.177443137,-0.183856901,-0.048789497, 0.203594736,-0.063283247,-0.111527899, 0.501114501, 0.293913173, 0.063907085,-0.079697606,-0.108597249,-0.209763770,-0.129731576,-0.167645357,-0.230808313
Methylmaleic acid,-0.509233273, 1.202614952, 0.529485612, 0.544467546,-0.507049001, 0.937439715, 1.419749098, 4.209756612, 1.338128863, 1.125621384, 0.770321321, 0.953833032,-0.503852857,-0.507416606, 0.808670763, 2.855740407, 0.874275009, 2.590688109, 1.715762238
Methylsuccinic acid, 3.392438490, 0.571236680, 0.601972519, 0.516017851,-0.463411230,-0.548693097, 0.065530683,-0.662600140,-0.948976557,-0.194622632, 1.172359574,-0.197151401, 1.703067205,-0.099460410,-0.146308394,-0.672451564, 0.303463235, 1.087802012, 0.547385974
Monocaprylin,-0.252841964,-0.252964717,-0.248504851,-0.252824886,-0.252783099,-0.252981669,-0.252757417,-0.253066777, 0.566161076,-0.252754933, 0.001344261,-0.252385186,-0.252696964, 0.200660741, 0.276765532, 0.180138363,-0.100398351, 0.291242214,-0.252918564
Monolaurin,-0.358062927,-0.361318001,-0.355022032,-0.357610064,-0.356501992,-0.361767533, 0.261899643,-0.364024338, 0.343851834,-0.355755113,-0.352833811,-0.345950459,-0.354217948,-0.356764692,-0.361006655,-0.359477003, 0.340668875, 0.481809802,-0.360094152
Monomethyl succinate, 0.32191099,-0.13482980,-0.21513272,-0.22151275, 0.07021147,-0.29706395,-0.15685109, 0.22635265,-0.04299998,-0.05181301,-0.02243765, 0.20233931,-0.05013015,-0.10988695,-0.24469743,-0.20870451,-0.09371515,-0.09917757, 0.11271521
Myristic acid,-0.22419340,-0.25256818,-0.24877710,-0.25375387,-0.24777278,-0.25490694,-0.25373962,-0.23975247,-0.19775630,-0.21624679,-0.24664908,-0.17914223,-0.24610195,-0.25392421,-0.25399191, 0.61282040,-0.25447497,-0.21402458,-0.21075352
"N,N-Diethyl-carbamate", 0.8464644255,-0.1869860462,-0.2802294701,-0.3303569978, 0.0517345443,-0.2831514698,-0.0674546565, 0.5648154872, 0.1811346387,-0.0537998894, 0.1305144084, 0.4504712116, 0.0493162648,-0.0666682358,-0.2152548715,-0.2429807845,-0.1044555989,-0.0152709249,-0.0112253255
"N,N-Diethyl-2-aminoethanol",-0.405084115,-0.284611444, 0.371115441,-0.028458696,-0.404680581, 0.242755321,-0.714402442,-0.052663241, 0.060143937, 0.470773674, 0.713929962,-0.835770110, 0.433534221,-0.639904147, 0.282939130, 0.990379171, 1.342327664, 0.607657946, 0.589071441
N-(2-hydroxyethyl)-succinimide, 0.752589734, 1.311793918, 1.519571449,-0.917708550, 1.634248144, 1.160523950, 1.048560020,-0.121253319,-0.518560571, 0.455673221, 0.515648408,-0.505389973,-1.038921699, 0.132625594,-0.863481815,-0.051422196,-0.551692835,-0.422487774, 0.691648456
N-Acetyl glucosamine methoxime,-0.07285485, 1.30936132,-0.71557158,-0.32857111, 0.80774407,-0.62689688,-0.71560477,-0.63566900,-0.71545187, 1.48303974, 1.94707793, 2.00696215, 1.83011817, 0.98427124, 0.19282413,-0.62567207, 1.09919978,-0.71572645, 0.89589753
"N-Acetyl-D-galactosamine, (R,R,R,R)", 2.62309884,-0.54963515, 0.23231799, 0.42582379, 0.51098640,-0.41176990, 1.85994320,-0.13061568, 0.51534049,-0.30303333,-0.63321261,-0.08777986, 0.19808479,-0.29584603,-0.20456343, 0.09947721, 0.38579477,-0.23916567,-0.59681432
N-Acetyl-L-glutamic acid, 0.64130432, 0.17435408, 2.90981664, 1.11767714,-0.76966376, 0.99108364, 1.69172805,-0.54067745,-0.72498604, 0.16938460, 0.67521413, 1.17396913, 1.10321006,-0.40926976, 0.51254755,-0.70775174, 0.42754107, 0.97224672, 0.94020009
N-Acetyl-L-phenylalanine,-0.52486459,-0.52527354,-0.52448255, 0.56638641,-0.52466848,-0.52533002,-0.52458293, 0.21469138,-0.52412063,-0.52457465,-0.26285470,-0.52334285,-0.52438153,-0.34073401,-0.52523442,-0.24096215,-0.52515318,-0.52495079,-0.52511978
Nadolol,-0.268443612,-0.273404092,-0.263809525,-0.267753484,-0.266064870,-0.274089143,-0.265027068,-0.277528337,-0.259419445,-0.264926684,-0.260474848,-0.249985156,-0.262584165,-0.266465203,-0.272929624,-0.270598554,-0.271944099,-0.269489247,-0.271539041
N-Ethyldiethanolamine,-1.131109389, 0.846165946,-1.128314843, 0.373771249, 0.431045312,-0.781768544, 0.818731833,-0.034235052,-0.019747382, 1.532953996, 1.372162468, 0.835445493, 1.620419171, 2.550429415, 0.469057441, 0.571684583, 0.892989801, 0.631746466, 1.401081311
Niacin, 2.56972398,-0.05455298, 1.80418640, 0.54212584,-0.88709877, 0.52890967, 0.44036711,-1.08562555,-1.10989163, 0.88345012, 1.77266789, 1.34970711, 2.82906580,-0.06254349, 0.52321258,-0.94555757, 0.74510244, 1.00035309, 1.28055224
N-Methyl-L-proline, 0.72253971, 0.12727534,-1.25688570, 1.94961698,-1.25763477, 0.84325075,-0.33488197,-1.26144215,-1.18665372, 0.55761778,-1.25577814, 1.24213417,-1.25647871,-0.09935515, 1.81239229,-1.25914055, 1.21659264, 0.58585987, 0.94737754
n-Nonylcyclohexane,-0.308845466,-0.309263156,-0.308455259,-0.308787354,-0.308645167, 5.708990265,-0.308557780,-0.309610432,-0.137299141,-0.191517936,-0.308174467,-0.307291197,-0.308352079, 1.227416107,-0.309223204,-0.309026919,-0.174046070,-0.308933512,-0.309106112
Nonadecanoic acid, 1.010363094,-0.331198137,-0.248868700,-0.063536291,-0.945064094,-0.370853574,-0.159067387,-0.958999006, 0.128455310,-0.119874619, 0.078765084, 0.494459854,-0.940832973,-0.148564032,-0.237297773,-0.211197186,-0.253204549,-0.183571979,-0.257434792
Nonanoic acid, 1.132557233,-0.041684143,-0.325172910,-0.418627024,-0.331327511,-0.403058421,-0.363614409, 0.349369206,-0.316901674,-0.465932681,-0.503551581, 1.801913541, 0.228459980, 0.449836548,-0.507784469, 0.098429790,-0.446190765,-0.425237999,-0.365270522
Norketamine,-1.147282860,-1.147737934,-1.146857730,-1.147219548, 2.156940118,-1.147800780, 1.043943274,-0.266855495, 2.403190950, 0.499638757, 1.800783685, 1.845691680, 0.121788800, 0.737418701, 0.876899242, 3.119984122,-1.147603994, 1.765345502, 2.159140187
n-Tridecylcyclohexane,-0.181987052,-0.184518354,-0.179622305,-0.181634884,-0.180773194,-0.184867931,-0.180243610,-0.186622931,-0.177382074,-0.180192385,-0.177920640,-0.172567815,-0.178997011,-0.180977482, 7.920690538,-0.183086705,-0.183773329,-0.182520633,-0.183566630
Octadecyl octyl ether, 2.397904298,-0.990648553,-0.114613053, 0.009018331,-0.980126233,-0.372766645,-0.201225056, 2.738454756,-0.970598618, 0.100746912, 1.198223505, 2.895514823,-0.566040483,-0.980700195, 0.159121155,-0.986626224,-0.988555346,-0.354169885, 0.678316503
Octanoic acid, 0.979322848,-0.215204217,-0.331407551,-0.400720403,-0.304236844,-0.448380024,-0.443379850, 0.361401562,-0.208646721,-0.355815104,-0.363167686, 1.255494924, 0.172156691, 0.068964309,-0.487510393, 0.128805479,-0.471292894,-0.320586835,-0.294336476
Oxalic acid,-0.890250720, 0.168891900, 2.237066414, 0.460465887,-0.743731662, 0.694169395,-1.029638459,-0.313059978,-0.694965105,-0.758213566,-0.621565212, 0.621822667,-0.710848990,-0.790728605,-0.753013423, 1.829101643, 0.094233856,-0.442296513,-0.475060579
"Oxalic acid, isobutyl heptyl ester",-0.200457423,-0.204434276,-0.196742241,-0.199904142,-0.198550367,-0.204983487,-0.197718354,-0.207740714,-0.193222680,-0.197637875,-0.194068805,-0.185659141,-0.195759860,-0.198871317,-0.204053891, 9.947509117,-0.203263789,-0.201295716,-0.202939051
Palmitelaidic acid,-0.293915757,-0.554612834,-0.695766533,-0.379812185,-0.420644691,-0.453635175,-0.696020736,-0.405249905,-0.479113655,-0.166785910,-0.612459955,-0.000670718,-0.166825307,-0.020057031,-0.499092402,-0.395812438,-0.482462085,-0.426941915,-0.501709850
Palmitic Acid, 1.041958117,-0.185528461, 0.007357651,-0.099341879, 0.058161278,-0.170210741,-0.405908816, 0.500008409, 0.431352075, 0.039555728, 0.147381212, 0.827356352, 0.263618095,-0.966021224,-0.085816824,-0.966726997,-0.127278331, 0.003162449, 0.002274702
Pantolactone, 0.948771800,-0.152690254,-0.125910875,-0.273687650,-0.030663502,-0.245931871, 0.040775091, 0.495519936, 0.041467540,-0.223658170, 0.040351596, 0.424125127, 0.101924196,-0.312719348,-0.359059454,-0.118758410,-0.217046855,-0.156479112,-0.117845531
Pantothenic acid, 3.93763146, 1.07741293, 2.08253473, 0.92089859,-0.09492496, 0.22294763, 1.21024028,-0.92183904,-0.20704672, 0.44701336, 1.63867384, 0.48090503, 2.35944951,-0.29159517, 1.00648043,-0.59675447, 0.64104061, 1.02193070,-0.11765464
Pentadecanoic acid, 0.931012331,-0.408375256,-0.077940763,-0.243275807,-0.309542684,-0.437592099,-0.415652595, 0.137886972,-0.180115145,-0.286745565, 0.037128381, 0.135422874,-0.136821469,-0.290673582,-0.459215273,-0.255046530,-0.489107027,-0.415138074,-0.401869069
