Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,LPS r,DSS r,Pooled r,predicted_effect_sign,check_consistency,pooled_sign_agree,within-model correlation signs agree with the predicted correlation,pooled correlation signs agree with the predicted correlation,all_signs_agree
ENSMUSG00000055945-B,-1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056071-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000056116-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056411-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000056411-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056411-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056423-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000056423-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056423-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000056423-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056737-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,4-Methylvaleric acid,,0.5,0.7999999999999999,1.0,0.8545454545454546,,False,False,False,False,False
ENSMUSG00000056770-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056770-B,-1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,4-Methylvaleric acid,,0.5,0.6,1.0,0.881818181818182,,False,False,False,False,False
ENSMUSG00000056900-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000056900-B,-1.0,Norephedrine,,0.5,1.0,1.0,0.9666666666666668,,False,False,False,False,False
ENSMUSG00000056900-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057322-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000057322-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000057322-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000057322-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000057440-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,"2',3'-Di-O-acetyladenosine",,,-1.0,,-0.9549937104572924,,False,False,False,False,False
ENSMUSG00000057455-B,-1.0,2-Cyanobenzaldehyde,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,Citramalic acid,1.0,0.0,-0.8720815992723809,-0.5,-0.8401914075580906,-1.0,False,False,True,False,False
ENSMUSG00000057455-B,-1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000057455-B,-1.0,N-Acetyl-L-alanine,1.0,0.5,-0.5428571428571429,-1.0,-0.8315840663996671,-1.0,False,False,True,False,False
ENSMUSG00000057455-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000057531-B,1.0,Octacosanol,-1.0,,-1.0,,-0.9549937104572924,-1.0,False,False,True,False,False
ENSMUSG00000057531-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000058400-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000058400-B,1.0,Azelaic acid,-1.0,-0.5,-0.5797710356524484,-0.5,-0.8877247628654673,-1.0,False,False,True,False,False
ENSMUSG00000058400-B,1.0,Ethanolamine,,-0.5,-0.3768511731740915,0.8660254037844387,-0.8677586082058318,,False,False,False,False,False
ENSMUSG00000058400-B,1.0,Glycine,-1.0,-1.0,-0.4928053803045811,-1.0,-0.824566479341442,-1.0,False,False,True,False,False
ENSMUSG00000058400-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000058400-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000058400-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000058400-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000058897-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000058897-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000058897-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000058897-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000058897-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000059447-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059669-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059669-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059669-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000059674-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000060424-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000060424-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000060424-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,1.0,,True,True,False,False,False
ENSMUSG00000060424-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000060424-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000061039-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000061039-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000061039-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000061535-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,Luciferin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000061983-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000062380-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,Benzeneacetic acid,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,L-Glutamic acid,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000062470-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000062661-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000062661-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000062661-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000062661-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000062704-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000062704-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,Glabridin,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063049-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,L-Threonine,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063077-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063409-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063681-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063870-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000063931-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000064128-B,1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000064363-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000064363-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000064363-B,-1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000064363-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000064363-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066197-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,"3,5-Dimethylphenol",1.0,0.5,-0.7999999999999999,-0.5,-0.8656058903985899,-1.0,False,False,True,False,False
ENSMUSG00000066441-B,-1.0,"4,5-Dihydro-1H-pyrazole",,,,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,L-Alanine,1.0,-0.8660254037844387,-0.753702346348183,-0.8660254037844387,-0.8400819752692913,-1.0,False,False,True,False,False
ENSMUSG00000066441-B,-1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000066441-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000067279-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000067768-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000067768-B,-1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
