,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
Hydracrylic acid,-0.80897949,-0.50599001,-1.01495139,-0.22643501,-0.6169904,-0.39998726,-0.82893566,-0.6076667,1.64287174,0.70468139,1.50381363,0.62050697
Hydroquinidine,-0.060136389,-0.58787676,-0.38679079,-0.708887727,-0.586678001,-0.505187279,-0.23734599,-0.626658387,-0.713157609,-0.436733276,-0.443003519,-0.683744706
Hydroquinone,-0.134291047,-0.27470734,-0.501760553,-0.248725633,-0.054592035,-0.224161886,-0.361303597,-0.302476234,1.019993069,1.882231967,-0.58288403,-0.56297966
Indole-3-carboxaldehyde,-0.63129814,-0.630931037,-0.632133192,-0.628190768,-0.629123672,-0.560110671,-0.454890399,0.147797758,4.05801628,2.056206691,3.12625431,-0.615607532
Indole-3-lactic acid,-0.46603037,-0.48247125,-0.18002287,-0.44981081,-0.50545438,-0.45398055,-0.35252883,-0.36711761,0.43671101,-0.50546016,-0.50545385,2.09697154
Indole-5-carboxylic acid,-0.68294187,-0.31615757,-0.51060367,0.03723856,0.03837351,-0.63468707,-0.42665603,-0.09234868,1.95724844,2.6480272,1.81950995,-0.69079152
"Inosose-2, 1,3,4,5,6-pentakis-",-0.2678034,-0.4296703,-0.2640381,-0.0441395,-0.1583744,-0.1213449,-0.2814928,-0.299986,0.3244363,0.4642389,0.8309447,1.5379129
Isofucosterol,-0.61417216,-0.15684291,-0.61456296,-0.32018753,-0.13062748,-0.61358252,-0.32847607,-0.39143723,-0.45106519,0.18308868,0.34180154,3.17836127
Isonicotinic Acid,-0.44670777,-0.3963348,-0.50883571,-0.24515565,-0.26287113,-0.35244985,-0.51025096,-0.41332389,-0.78349246,-0.78612159,-0.78304965,-0.7855465
Isopropyl palmitate,-1.544335796,-0.445185682,-0.378567627,1.948154003,-1.542857678,-1.543479354,-1.545017525,0.419345615,-0.862615315,-0.797917371,-0.569838819,1.512785685
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",-0.21922204,-0.20743278,-0.33090669,0.43524368,0.0408315,-0.27047959,-0.32793473,-0.1673293,2.25930745,1.65834687,3.74602487,-0.11548446
Isoxaben,0.14204779,0.42254017,-0.4523058,-0.04458631,0.35448663,0.44879944,0.21306615,-0.16087078,1.88508453,1.29637497,2.90432885,-0.30759406
Itaconic acid,-0.181921815,-0.149984543,-0.283985667,-0.055603437,0.01472255,-0.102185312,-0.240068371,-0.135737229,-0.137458248,0.412627282,-0.341543399,-0.336750185
Ketamine,-0.601052291,-0.522884448,-0.422089024,0.241967072,-0.437909841,-0.267237745,-0.766575314,-0.548988691,0.957655122,1.054030932,1.06603934,1.165585724
L-(+)-Threose,-0.11793591,-0.08513449,-0.23143708,-0.22320121,-0.2314167,-0.23142289,-0.23143821,0.03456247,-0.23142485,2.15731092,-0.23141597,-0.23132518
L-5-Oxoproline,-0.6833329,0.26546019,1.51040284,-0.67639682,-0.43290207,-0.68052059,-0.6855715,-0.68282149,2.87537391,2.33175878,2.8608993,0.4107665
L-Alanine,-0.947369008,-0.890029095,-1.041078508,-0.583396244,-0.768381762,-1.108871666,-1.042343879,-1.026098293,-1.276325699,-0.89974824,-1.445821054,0.415373733
L-Asparagine,-0.50321518,-0.50321245,-0.50322138,-0.41710214,-0.45170597,-0.50320582,-0.50322263,-0.50321347,1.82405423,2.61629823,1.73628905,0.85347142
L-Aspartic acid,-0.42121922,-0.49979759,-0.3731611,-0.51693478,-0.5158018,-0.33716176,-0.39295268,-0.52771721,0.35114039,0.50856072,0.624372,2.16969719
L-Citrulline,-0.2730671,-0.27305953,0.26169646,-0.27300306,-0.27302229,-0.27304113,-0.03192073,-0.27264234,0.5657192,0.50590037,2.66014352,-0.27274374
L-Cysteine,-1.092701094,-1.063683335,-0.040406485,-1.060568861,-1.056357236,-1.012014754,-0.911309169,-1.005823931,-0.503182982,-1.256694398,-1.068862642,0.232604851
L-Glutamic acid,-0.373187855,-0.387778519,-0.289870772,-0.008282634,-0.367830969,-0.198866861,-0.331677519,-0.455318779,1.848707598,1.536915976,4.054164439,-0.098743903
L-Glutamine,-1.21291425,-1.12291005,-0.89151791,-1.13941397,-1.2105895,-1.20459608,-1.20572025,-0.61283134,-0.24686237,-0.77723349,-0.61639723,-0.80404595
l-Histidine ethyl ester,-0.89221564,-0.77027166,0.35691016,-0.53175738,-0.83278465,-0.89152809,-0.73946103,-0.72146661,1.06552836,2.55839012,0.77652309,-0.88365306
L-Hydroxyproline,0.307539257,0.529346956,-0.137518867,0.514024362,0.221400902,-0.029793265,0.127234021,-0.098521654,5.102087543,-0.214460705,-0.214396279,-0.213722127
L-Isoleucine,-0.214502051,-0.319598138,-0.181359792,-0.149375496,-0.318542445,-0.057618564,-0.323629268,-0.28956429,0.746163227,-0.493213901,0.55159728,0.906977074
L-Leucine,-0.760312326,-0.868184427,-0.494280822,-0.805461109,-0.788462181,-0.676101722,-0.766040565,-0.75443872,-1.122889947,-1.089554027,0.410912994,0.644089724
L-Lysine,-1.023103401,-0.878855187,-1.031802646,-0.813745679,-0.70376841,-1.027766564,-0.844988822,0.319793564,-0.571570407,0.374564913,-0.183327105,1.0894807
"L-Lysine, ethyl ester ",-0.30716684,-0.350116817,-0.028571893,-0.346992861,-0.331092048,-0.309035902,-0.25421387,-0.289576891,-0.376212503,-0.376185098,-0.375009161,1.194186316
L-Methionine,-0.352818748,-0.384208793,0.002058277,-0.399159814,-0.39542681,-0.261509814,-0.379471758,-0.296459171,3.599883846,2.772380337,1.486567267,-0.002264956
L-Norleucine,-0.449827653,-0.449404857,-0.450789389,-0.446248866,-0.4473233,-0.448376596,-0.450982696,-0.449563781,2.737127481,3.369012386,1.21788038,-0.431756646
L-Ornithine,-0.37888044,-0.51307858,-0.77813175,-0.27291539,-0.28253298,-0.19769468,-0.43741826,-0.33958064,2.0235749,0.66837614,0.09336869,-0.80345472
L-Proline,-0.40859933,-0.43670275,-0.46919405,-0.26457165,-0.37889637,-0.25276877,-0.38459709,-0.36284449,1.83472344,1.84824356,1.87786103,1.57337235
L-Threitol,1.28563627,-0.89951754,1.35492938,-0.56144237,3.22724415,-0.89920344,-0.89999951,1.61828027,-0.89930528,-0.89929477,-0.89884396,-0.89412667
L-Threonine,-0.1644081,-0.18891083,-0.14581149,-0.20201848,-0.17679123,-0.10626508,-0.20338841,-0.21022353,2.32091357,-0.2602138,4.44293698,-0.13314878
L-Tryptophan,-1.24871913,-1.13897871,0.38337719,-0.8578587,-1.21816017,-1.10475025,-0.91915608,-0.79346038,2.47172149,1.64934106,-0.09925421,1.14504895
"L-Tryptophan, N-acetyl-1",-1.175702111,-0.81878105,-0.719220848,-0.952938476,-1.164405533,-1.005716608,-0.51101967,-0.461754099,-0.076555483,-0.3594518,-0.329796784,2.800423987
L-Valine,-0.17342099,-0.36630116,-0.24944362,-0.18411139,-0.2951685,-0.04957851,-0.24879164,-0.30278493,1.50742646,1.2218091,2.13570035,0.73549833
Lactic Acid,-0.40217533,-0.18522026,-0.46858777,-0.18087353,-0.1077616,-0.31112173,-0.43222473,-0.50858646,-0.70313361,-0.77709863,-0.51920892,-0.65754321
Latanoprost lactone diol,-0.60539244,-0.91557591,0.01962265,-0.91113285,-0.91264545,-0.91412831,-0.91779723,-0.91579965,0.07681168,-0.25463979,-0.29253507,-0.89073041
Leucylglycine,-0.17979877,-0.1797217,-0.17997407,-0.17914642,-0.17934227,-0.17953427,-0.18000931,-0.17975067,8.64734491,-0.17958877,-0.17931975,-0.17650476
Levulinic acid,-0.975112288,-0.902641475,-1.229802051,-0.312999575,-0.413128163,-0.782216352,-1.076771362,-0.643856839,-0.852885572,-0.612864974,-0.579967504,1.927901535
Luteolin,-0.069105494,-0.295126636,-0.3516988,-0.012740997,0.140094721,0.023059143,-0.351704785,-0.351660857,-0.347746558,-0.348596129,-0.351587671,-0.351109576
Malic acid,-0.298739217,-0.26974181,-0.441732479,-0.734148529,-0.433642235,0.046828407,-0.262642941,-0.375731255,2.155980488,0.060529759,1.700402294,0.163716155
meso-Erythritol,-0.163172812,-0.165348416,0.023797609,-0.09812711,-0.193086721,-0.19314785,-0.193299099,-0.19321675,-0.117037794,-0.193165203,-0.193079551,-0.192183289
Metanephrine,-0.11279462,-0.01112797,-0.14087611,-0.0713329,-0.14209518,-0.11032419,-0.1316477,-0.12197529,-0.14209565,-0.14209564,-0.14209514,-0.14208997
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",-0.31418499,0.14104256,-0.31506914,-0.31089489,-0.05874445,-0.0509443,0.1083875,-0.09291862,2.55620738,0.80294721,-0.31176908,-0.29757173
"Methanone, [1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1-naphthalenyl)-",-0.15204581,-0.15204484,-0.15204801,-0.15203763,-0.15204008,-0.15204249,-0.15204845,-0.1520452,-0.15204325,-0.15204317,-0.1520398,-0.1520045
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",-0.350498001,-0.705545537,-0.770089,-0.662569064,-0.585690024,0.039186626,-0.605405541,-0.690555467,3.040715576,0.509981179,3.772866073,1.370812261
"Methyl 2,4-dihydroxybenzoate",-0.475645348,-0.027479817,-0.459348805,-0.277835921,-0.053049717,-0.417158958,-0.538558578,-0.02711538,1.360749345,1.154344053,0.999817402,0.381087689
Methyl alpha-Lyxofuranoside,-1.126706535,-1.126091653,-1.12810521,-1.121501825,-1.123064398,-1.12459623,-1.12838634,-1.12632278,0.368146352,0.545774726,-0.225181705,-1.100425463
Methyl aminoacetate,-0.92794615,-0.02497022,-1.24530568,-0.01913834,0.34722956,0.15093445,0.30607654,-0.34228309,1.77913638,1.36422183,0.69974167,1.171674
"Methyl galactoside (1R,2S,3S,4R,5R)-",-0.50299616,-0.50607402,-0.50607913,-0.44916698,-0.50606634,-0.48485031,-0.39822794,-0.48307917,0.8993917,0.73265568,1.17926227,1.87915718
Methyl isovanillate,-0.26715036,0.0364169,0.19177088,-0.10138721,-0.33702645,0.20034328,0.26910964,-0.27344871,-0.39543786,-0.45126007,-0.45070345,-0.44487889
Methyl leucinate,-0.22407304,-0.2238217,-0.22464476,1.29970509,-0.22258428,-0.22321043,-0.22475967,-0.22391617,6.81317743,-0.22338818,6.9688487,-0.21333042
Methyl-3-methoxy-5-methyl benzoate,-0.23989714,-0.2459923,0.13919067,-0.21346183,-0.2169085,-0.24070482,-0.25994525,-0.23147747,-0.25994517,-0.25994517,-0.25994511,-0.25994453
Methylmalonic monoamide,-0.232693862,-0.298680417,-0.196802744,-0.257045424,-0.293026936,-0.27491351,-0.323981724,-0.514960432,2.337751046,2.48333203,2.050273281,-0.512409007
Methylsuccinic acid,-0.227832,-0.2000642,-0.1933413,-0.1034323,-0.1567402,-0.1476444,-0.1409024,-0.2419961,-0.3156902,1.1438182,-0.3156902,4.028755
Mirin,-0.17961711,-0.10520255,-0.14143322,-0.01128921,-0.24775117,-0.06733995,-0.1573668,-0.11747895,-0.25259232,-0.25259232,-0.25259232,-0.25259222
Mitoxantrone,-0.203094157,-0.278599951,0.749941126,-0.212161717,-0.276408521,-0.189738801,-0.222761334,-0.24093831,-0.277868405,1.078034415,-0.276278462,-0.260020193
"Morpholine, 4-(2,6-dimethoxybenzoyl)-2,6-dimethyl-",-0.147035198,-0.02376053,-0.253112429,0.007522996,0.022269072,0.031332954,-0.181578601,-0.196430855,-0.257554445,-0.257540689,-0.256950426,-0.250773915
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-0.63588912,-0.6299748,2.16257278,-0.58582694,-0.60085675,-0.61559088,-0.65204655,-0.63219793,-0.62025458,0.40210949,-0.59912864,-0.3831012
Myristic acid,-0.98222105,-0.9859175,-1.24447654,-0.48056599,-0.80937131,-0.84976881,-1.20251828,-1.06194187,-0.7663053,-0.69899369,-0.53804571,1.6868493
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-0.482823502,-0.482815086,-0.482842643,-0.482752271,-0.482773656,-0.48279462,0.10165283,-0.48281825,3.022237313,5.110051315,-0.482771197,-0.482463826
N-(Trimethylsilyl)hexanamide,-0.2558266,-0.3732912,-0.1900957,-0.396773,-0.384969,-0.3573384,-0.3343999,-0.3511585,-0.1490445,-0.2468896,-0.2929122,-0.4284502
N-Acetyl-D-galactosamine,-0.3442541,0.09073419,-0.34967677,0.12130965,-0.05853746,-0.12762715,-0.06329539,-0.34276628,-0.33795224,-0.33775832,-0.32943695,-0.2423622
N-Acetyl-L-glutamic acid,-0.325543648,-0.517914305,-0.415001483,-0.515370294,-0.516236384,-0.517085434,-0.519186184,-0.518042412,0.867785132,0.089987898,0.600847213,-0.50368827
N-Acetyl-L-phenylalanine,-0.4036611,-0.2903795,-0.3367806,-0.2346831,-0.3226861,-0.3728407,-0.378216,-0.4883239,-0.485321,-0.4852,-0.4800093,1.6307331
N-Acetyltyrosine,-0.477639103,-0.477635408,0.577803048,-0.477607826,-0.477617216,-0.477626422,-0.477649198,-0.37489343,5.093107988,2.310045939,1.469815679,-0.477481171
N-alpha-Acetyl-L-Lysine,-0.3485164,-0.34841805,0.86834111,-0.34768384,-0.3479338,-0.34817883,-0.19023899,-0.34845502,5.18743157,2.06300808,0.40884197,-0.3443124
n-Butylamine,-1.19742543,-0.95493779,-0.5419844,-0.44031809,-0.61526729,-1.01336703,-1.00563781,-0.0817079,-1.09541064,-1.56610401,-0.90181632,0.86623203
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-0.87035372,-0.86993987,-0.8712951,-0.86685068,-0.86790237,-0.86893337,-0.40411093,-0.17349726,1.46254381,-0.08243105,0.15787973,-0.85266518
N-Isobutyl-sec-butylamine,-0.3337631,-0.2787507,-0.3893051,-0.1316235,-0.1262181,-0.1958766,-0.394661,-0.3055416,0.8054295,-0.5472214,-0.6266428,-0.5658193
N-Isobutyrylglycine,-0.37478927,0.18874145,-0.20585121,0.28248787,-0.24210173,-0.18013016,-0.40062495,-0.03686008,-0.40061443,-0.38996668,-0.40060743,-0.40053591
N-Isovaleroylglycine,-0.279205447,-0.109650145,-0.38669308,-0.417149733,-0.268153584,-0.097370277,-0.107738681,-0.217161558,1.467495933,0.027994524,1.204063718,-0.510340484
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-0.774013193,-0.774009965,-0.774020535,-0.77398587,-0.242678319,-0.774002114,-0.774022011,-0.774011178,-0.77400466,-0.774004397,-0.77399313,-0.773193325
n-Pentadecanol,0.127000214,-0.587197075,-0.587197979,1.247233441,-0.587195716,0.949147861,-0.587198105,-0.587197179,-0.586878736,-0.586824768,-0.587195635,-0.585573624
N-Valerylglycine,-0.474300181,-0.304647417,-0.179155602,-0.139422136,-0.375618485,0.255987827,0.199883834,-0.42090949,0.174587057,-0.506437267,0.47245629,-0.490923148
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-0.11714178,0.07658157,-0.21758209,0.1750588,0.02458446,-0.01992051,-0.11763306,-0.14151585,0.51842395,0.56677421,-0.21590539,-0.20869194
"N,N-Diethyl-2-aminoethanol",-0.315657,-0.3156497,0.8516826,-0.3155952,-0.3156137,-0.3156319,-0.3156769,-0.3156524,4.6729111,2.076229,0.5766083,-0.315345
"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.596693384,-0.649901567,-0.698063851,-0.420509644,-0.402715698,-0.641870359,-0.717714089,-0.551658796,-0.96718842,-0.966963428,-0.957309042,-0.856285523
"N,N'-Bis(trimethylsilyl)trifluoroacetamidine",-0.214824209,-0.214476048,-0.21561617,-0.211877182,-0.212761947,-0.213629305,-0.215775353,-0.214606918,-0.150167351,-0.213875523,-0.212660218,-0.199943264
"N,O-Bis(trimethylsilyl)carbamate",-0.118807376,-0.135889694,-0.195129789,-0.180980446,-0.081163923,-0.173821088,-0.207875243,-0.133808976,-0.187408309,-0.131216612,-0.202038682,0.123484075
Naphthofluorescein,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949779,-0.3949778
Neostigmine,0.06473009,-0.396561016,-0.396592805,0.040870234,-0.102476916,-0.026521049,-0.297778506,-0.396564665,1.810609189,3.075215147,2.647465219,-0.396155804
Niacin,-0.479525664,0.815384589,-1.228059528,-0.481250479,-0.558428865,-0.727789903,-0.838795987,-1.047457845,-0.014772976,0.292581141,-0.183038414,0.693916338
Niacinamide,-0.798058148,-0.53741004,-1.057145943,-0.230011068,-0.718857639,-0.523280463,-0.87096879,-1.018051757,0.347982721,1.059160035,0.587774444,0.231657436
Niclosamide,-0.620148207,-0.556806394,-0.594303599,-0.852034551,-0.371465236,-0.531788495,-0.698824065,-0.736075273,-0.368051436,0.134451178,0.431722545,2.147120816
Nitrosothymol,-0.311448629,0.11773802,-0.312223606,-0.1670368,-0.125050367,-0.310279353,-0.2507124,-0.156530353,-0.310548004,-0.31052029,-0.309331049,2.611863861
Nonadecanoic acid,-0.62681401,-0.54966511,-0.74203307,-1.02803341,-0.3320548,-0.38943929,-0.68118175,-0.59249655,0.1542228,0.90975719,1.33154107,1.02475852
Nonanal,-1.00113082,-0.74523631,-1.10828092,-0.86248979,-0.55206142,-0.70559148,-0.85620166,-1.04920352,-0.94041815,-0.80814788,-1.31397252,-0.23978343
Nonanoic acid,-0.37128189,-0.41019771,-0.41312075,-0.33257563,-0.1685061,-0.41013005,-0.43935909,-0.38711204,0.13472547,0.12644746,0.236616,1.99040116
Norketamine,-0.718045507,-0.654887059,-1.220235481,-0.554929381,-0.524170179,-0.631313939,-0.880461846,-0.689547649,1.007154331,1.204591285,0.907879606,1.494907529
"O-Methyl-N,N'-diisopropylisourea ",-0.39376506,0.13379374,-0.39757863,-0.39742734,-0.39746314,0.89731196,0.42614578,-0.38849193,5.40179017,-0.3975082,-0.02933234,-0.39694445
Oct-1-en-3-ol,-0.203596506,-0.065735912,-0.235866143,-0.181429088,-0.088824277,-0.094444067,-0.183868377,-0.142569359,-0.095786073,-0.109230278,-0.070506703,-0.224402903
"Octadecanamide, N-(2-methylpropyl)-N-nitroso-",-0.19259831,-0.1884234,-0.19260521,-0.19257262,-0.19258033,-0.19258789,-0.1926066,-0.19259641,-0.19259028,-0.19259004,-0.19257944,-0.1924686
Octan-2-yl palmitate,-0.783083858,-0.730174799,-0.728719658,0.06062194,-0.009941027,-0.738892854,-0.910727086,-0.354516822,-0.882400976,-1.020919118,-1.018444451,-0.256614579
"Octanamide, N-(2-hydroxyethyl)-",0.39827506,-0.26235524,-0.26404352,-0.25850688,-0.25981703,-0.2611014,-0.13543909,-0.26254903,-0.26150793,1.19713715,-0.25966639,-0.2408353
"Octane, 1-propoxy-",0.43802167,-0.53981167,-0.01293138,-0.36154205,-0.76052047,-0.97294271,-0.97294272,-0.70693559,-0.97294271,-0.97294271,-0.97294271,-0.97294266
Octanoic acid,-0.90515963,-1.14078521,-1.40377463,-0.65414429,-0.26506087,-1.23180562,-1.3923515,-0.75055502,-0.99552368,-0.91846267,-0.90190702,1.7272597
Octocrylene,-0.147975621,-0.754137548,-0.492419643,-0.382345163,-0.753948943,-0.414483396,-0.754280512,-0.154531,-0.754074587,-0.754071471,-0.753937749,1.523136832
Octopamine,-0.002518882,0.317117468,-0.068427649,-0.088549119,-0.47574408,0.159001755,0.241627153,-0.47603037,-0.475921272,-0.440984466,-0.423086668,-0.473754961
Ornithine,-0.34497707,-0.3823301,0.79723634,-0.37494467,-0.38959144,-0.36094069,-0.36481865,-0.3590229,3.23968797,-0.07812319,1.69347782,-0.39082115
Oxalic acid,-0.97276439,-1.01384418,-1.09975446,-1.30295118,-1.4174417,-0.77683817,-1.32688107,-0.89782671,-0.99813367,-1.13956826,-1.12115914,0.08241001
"Oxalic acid, allyl octyl ester",-0.2788072,-0.18757395,-0.35097707,-0.6200067,-0.55701349,-0.07569993,-0.62092368,-0.1539292,-0.62048344,-0.61466236,-0.62019089,-0.52590844
p-Hydroxydiisopropylbenzene,-0.748670199,-1.167909299,-1.011380524,-0.600058951,-0.177251892,-1.231716471,-1.219168883,-0.424020843,-0.147376596,-0.407790605,-0.06848768,1.739347157
p-Toluic acid,-0.268467263,-0.398049229,-0.166034544,-0.012921409,-0.149853075,-0.104190049,-0.356202444,-0.315931572,1.548419186,1.506264572,1.331275741,0.48339063
Palmitelaidic acid,-0.62662178,-0.5374013,-1.07433996,-0.59292409,-0.58504117,-0.42979246,-0.79221958,-0.60259316,0.29504582,-1.09774103,1.32908054,2.93330746
Palmitic Acid,-0.412836434,-0.393251808,-0.395947323,-0.401944369,-0.379201577,-0.412821853,-0.297882703,-0.380760904,0.361624029,0.528792958,-0.07696904,3.248150781
Pantolactone,-1.011702451,-1.20450344,-1.075746923,-0.506947338,-0.537162353,-0.801963179,-1.307407935,-1.188251913,-0.915821192,-0.793713421,-0.736260874,1.965657115
Pantothenic acid,-0.13922162,0.71626685,0.03301216,-0.21914007,0.79478362,-0.21494521,-0.22009895,0.58018482,-0.21963859,-0.21963163,-0.21933268,-0.21620452
Pentacosanoic acid,-0.2061954,-0.2061951,-0.2061962,1.1495356,-0.2061934,-0.2061943,-0.2061963,-0.2061952,-0.2061945,-0.2061945,-0.2061933,-0.2049597
Pentadecanoic acid,-0.917539545,-0.8738697,-1.112047762,-0.622043078,-0.807198201,-0.829417879,-1.016138142,-0.922020649,-0.414436764,-0.105982929,0.313033222,1.630987757
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",-0.121698493,-0.120850559,-0.09569166,-0.170116263,-0.129347577,-0.079439716,-0.071625163,-0.125962557,-0.170326417,-0.17032348,-0.170197459,-0.168878784
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",-0.20980052,-0.1322844,-0.18715616,-0.20978745,-0.12462318,-0.13693523,-0.13668512,-0.1354483,-0.20979644,-0.20979631,-0.20979092,-0.20973451
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",-0.27120077,-0.017080324,1.388621221,1.957934862,-0.594702495,0.048538751,0.708878768,-0.24727864,6.113695448,3.821369292,-0.594008434,-0.507245717
Pentanoic acid,-1.04256332,-0.28398153,-1.45029822,0.40248921,-0.57824458,-1.43434186,-0.56655359,-1.44219299,-1.02580729,-1.01519625,-1.24440262,0.423469
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",-0.750774,-0.1061619,-0.6403023,-0.3607471,-0.3486705,-0.5255321,-0.8147115,-0.6421969,-0.163559,-1.170772,-0.2869101,-1.1706977
Pentylone,-0.2324577,-0.2262848,-0.05841541,-0.08177484,-0.12095333,-0.19551211,0.66113567,0.30561272,-0.23074529,-0.2298105,0.05685716,-0.2324577
Petroselinic acid,-0.22735392,-0.09672082,-0.22743078,-0.2270679,-0.1576044,2.65143601,-0.22645422,-0.08639495,-0.2272646,-0.22726185,-0.2271439,-0.13280477
Phenanthridin-6-ol,-0.39195895,0.92203371,-0.30008428,1.1159662,0.59094383,0.09434643,-0.16280745,-0.13711987,0.48003349,-0.38880698,-0.03475685,-0.34251771
"Phenol, 3,5-bis(1,1-dimethylethyl)-",-0.34300405,-0.35785659,-0.51177009,0.28362048,-0.1463062,-0.16554874,-0.68517093,-0.37180292,-0.67689532,-0.72425791,-0.02169054,-0.60568329
Phenol,-0.97129035,-0.93241916,-1.38010405,-1.03090779,-0.28746108,-1.07534641,-1.30772931,-0.71866246,-1.26017881,-1.2434832,-1.15777431,0.13835589
Phenoxyacetic acid,-0.521647686,-0.544423407,-0.53418301,-0.543453199,5.797984186,-0.534292545,-0.544908463,-0.53815252,-0.544209792,-0.544199219,-0.543745522,-0.538998034
phenoxyethanol,-1.245962302,-1.139518533,-1.378681692,-1.135494051,2.506182469,5.138082646,-1.3632061,-1.319363764,-0.546256937,0.138017179,-0.484070294,0.934296989
Phenylalanine,-1.099555998,-1.046650888,-0.396990267,-0.753761089,-1.42742002,-0.997993037,-1.091661997,-0.790444479,2.561037451,1.035040112,1.477050885,1.238901877
Phenylpropanolamine,-0.48103309,0.28634919,-0.54893392,-0.06175085,0.75540184,0.01998916,-0.45281192,-0.54893379,-0.54893369,-0.54893369,-0.54893353,0.69542141
Phlorizin,-1.067201273,-1.059020455,-1.085810215,-0.997954187,-1.018743751,-1.039124304,-1.089550568,-1.062095529,-0.014075991,-0.101371709,-0.164971499,-0.717539616
Phloroglucinol,-0.91798941,-0.70479725,0.25553572,0.3329674,-0.76327716,-0.51968981,-0.79928599,-0.80584749,-0.21586526,1.4521564,0.15571074,-1.04701746
Phosalone,-0.90917549,-0.90761116,1.28578975,-0.89593413,-0.89990949,-0.90380664,-0.9134491,-0.90819917,-0.90504018,-0.90491292,-0.89945241,-0.84231354
Phthalazin-1-one,-0.223472638,-0.108639496,-0.13554744,0.057625489,-0.00854143,-0.184649502,-0.233139361,-0.149371435,0.66318669,1.832745363,0.057185409,-0.062402142
Picolinic acid,-0.66557458,-0.48706242,-0.83545727,-0.34240252,-0.3905452,-0.4985128,-0.69454452,-0.64337331,0.54834983,0.42376958,0.55256717,1.48367055
Pimelic acid,-0.19197546,-0.38225026,-0.4888247,-0.14200993,-0.49903428,-0.32608266,-0.2975527,-0.51628692,0.4207884,1.00803804,0.14403475,0.54085364
Pipecolic acid,-0.22791651,-0.23451202,0.09801903,-0.2708993,-0.2492826,-0.27903872,-0.26795352,-0.14503992,1.45168984,4.54170847,-0.25707567,-0.22047548
"Piperidine, 1-(1-methylpentyl)-",-0.17083919,-0.14993321,-0.18505317,-0.05159192,-0.08570028,-0.12444909,-0.20805384,-0.16398254,-0.25332802,-0.30673161,-0.27370667,-0.28747781
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",-0.76924743,-0.37768079,-0.67302189,-0.76874157,-0.04393373,-0.76904232,-0.29676869,-0.14564967,-0.76908945,-0.19050323,0.27984576,-0.76669309
"Propanetriol, 2-methyl-",0.003022117,-0.642932297,-0.817767453,-0.255755564,-0.344385085,-0.032888479,-0.608913741,-0.033911278,0.114419266,0.31155247,1.163037318,2.014302732
"Propanoic acid, 2-methyl-",-0.95965669,-0.57989935,-1.26473301,-0.69092825,-0.63940737,-0.61106626,-0.70663087,-0.74565595,0.55373478,-0.0997686,0.85867431,-0.66430955
"Propanoic acid, 2-oxo-",-0.37646439,-0.24026219,-0.4455873,-0.2129557,-0.37112718,-0.25668393,-0.33860935,-0.4915328,-0.57437581,-0.57421569,-0.56734506,2.70920723
"Propiophenone, 3',4'-dimethoxy-",-0.129087114,-0.052690311,-0.205442336,-0.032984053,0.073731511,-0.220542714,-0.040551472,-0.036206155,1.773502083,3.486680011,2.406892366,-0.352295275
Propylamine,-0.504681312,-1.17535485,1.771511844,-0.439649084,0.206953265,-0.830647336,-1.269559048,-1.263797445,-0.499352925,-0.480313215,-0.135380023,1.591872961
"Pyrazine, 3,6-dihydro-3,6-dimethyl-",-0.2609911,-0.1782007,-0.2477357,-0.2390562,-0.2606213,-0.2579365,-0.2563451,-0.1972875,-0.3056792,-0.3056487,-0.3043412,-0.2906594
"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",-0.259958961,-0.347779671,0.182037253,-0.362854626,-0.349237103,-0.351149145,-0.26854677,-0.307544477,-0.370708115,4.317585585,3.467871028,-0.366770022
