NAME,75_feci_100322,100_rep_110322,101_rep_110322,102_feci_100322,103_rep_110322,104_feci_100322,105_rep_110322,106_110322,81_feci_100322,83_feci_20_81,84_feci_100322,108_rep_110322,109_110322,110_110322,113_110322,88_feci_100322,89_feci_100322,115_110322,116_110322,118_110322,120_110322,121_REP_140322,122_110322,70_feci_09032022,97_rep110322,124_110322,125_110322,126_110322,129_110322,Feci_DSS-T0_896_27022024,Feci_DSS-T0_897_27022024,Feci_DSS-T0_T0.5_27022024,Feci_DSS-T0_T0.6_27022024,Feci_DSS-T0_T0.7_27022024,Feci_DSS-T0_T0.8_27022024,Feci_DSS-T1_111_27022024,Feci_DSS-T1_B901_27022024,Feci_DSS-T1_B902_27022024,Feci_DSS-T1_T1.5_27022024,Feci_DSS-T1_T1.6_27022024,Feci_DSS-T1_T1.8_27022024,Feci_DSS-T3_90_28022024,Feci_DSS-T3_91_28022024,Feci_DSS-T3_906_28022024,Feci_DSS-T3_907_rep_28022024_2,Feci_DSS-T3_T3.6_28022024,Feci_DSS-T3_T3.7_28022024,Feci_DSS-T3_T3.8_28022024,Feci_DSS-T5_128_28022024,Feci_DSS-T5_B911_28022024,Feci_DSS-T5_B912_28022024,Feci_DSS-T5_T5.5_28022024,Feci_DSS-T5_T5.6_28022024,Feci_DSS-T5_T5.7_28022024,Feci_DSS-T5_T5.8_28022024,Feci_LPS_CTRL_934_23022024,Feci_LPS_CTRL_935_23022024,Feci_LPS_CTRL_938_26022024,Feci_LPS_CTRL_940_26022024,Feci_LPS_CTRL_943_26022024,Feci_LPS-CTRL_941REP_01032024,Feci_LPS_2.5H_944_26022024,Feci_LPS_2.5H_945_26022024,Feci_LPS_2.5H_946_26022024,Feci_LPS_2.5H_947_26022024,Feci_LPS_2.5H_948_26022024,Feci_LPS_2.5H_949_26022024,Feci_LPS_2.5H_950_26022024,Feci_LPS_2.5H_953_26022024,Feci_LPS_24H_954_26022024,Feci_LPS_24H_956_26022024,Feci_LPS_24H_957_27022024,Feci_LPS_24H_958_26022024,Feci_LPS_24H_959_26022024,Feci_LPS_24H_962_27022024,Feci_LPS_24H_963_27022024,Feci_LPS-24H960REP_01032024,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
Dodecanedioic acid,0.00000765,0.0000202,0.0000339,0.000011,0.0000158,0.0000288,0.00000796,0.00000879,0.00000504,0.0000134,0.0000115,0.00001,0.00000695,0.0000153,0.00000703,0.00000849,0.0000069,0,0.0000133,0.0000112,0,0.00000824,0.00000311,0.0000119,0.00000474,0.00000912,0.00000688,0.00000327,0.000000534,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84587E-05,0,0,0,7.03107E-05,7.18788E-05,2.76127E-05,0,0,3.99748E-05,2.57829E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythritol,0.0000108,0.00000762,0.0000192,0.00000557,0.0000105,0.0000143,0.00000874,0.0000146,0.00000448,0.0000309,0.0000138,0.0000133,0.00000497,0.000017,0.0000139,0.00000801,0.0000143,0.0000106,0.0000204,0.0000193,0.00000828,0.00000637,0.00000816,0.00000684,0.00000501,0.0000185,0.0000158,0.00000999,0.00000246,2.2705E-07,1.02818E-07,0,1.08371E-08,0,3.92595E-05,4.17677E-08,1.70567E-06,2.29073E-05,2.94703E-05,0,3.80182E-05,1.66523E-05,0,2.82824E-05,0,0,5.87068E-06,5.49074E-05,0,3.33451E-05,0,0,0,8.49949E-06,0,2.74942E-05,2.15536E-05,2.00579E-05,0,2.0076E-05,7.91872E-05,1.68571E-06,3.1056E-09,2.67528E-05,2.1054E-05,0,0,0,0,2.79906E-07,3.65044E-06,0,2.32306E-05,2.33358E-05,1.08125E-06,1.34682E-05,0,1.39873E-05,9.87184E-05,0,1.73822E-05,0,3.28192E-05,0,3.23417E-05,1.84321E-05,7.53501E-06,2.01473E-05,0,4.22223E-06,6.40766E-06,0,2.19986E-06,1.89425E-05,0,5.3926E-07
Ethanamine,0,0.00000859,0.0000127,0,0.0000125,0,0.0000364,0.000000472,0,0,0,0.0000528,0,0.00003,0,0,0,0,0.0000553,0.000143127,0,0.0000106,0.0000112,0,0.0000109,0.0000205,0.0000153,0.0000086,0.00000422,1.14067E-05,1.48984E-05,6.67185E-06,1.51298E-05,1.5109E-05,1.32126E-05,1.25071E-05,5.87179E-06,1.72381E-05,1.32862E-05,8.91786E-06,6.75809E-06,9.05727E-07,1.35203E-05,1.23803E-05,1.06621E-05,2.00095E-05,7.2318E-06,1.73787E-05,1.4787E-05,1.73122E-05,7.00787E-05,1.95377E-05,1.27667E-05,1.172E-05,9.91136E-06,5.73928E-06,4.22097E-06,1.49572E-05,7.14945E-06,1.28765E-05,6.2074E-05,1.0483E-05,1.41107E-05,1.7373E-05,1.15011E-05,1.27295E-05,2.83377E-05,1.2871E-05,1.33565E-05,1.36813E-05,1.27081E-05,1.5216E-05,1.41745E-05,1.87162E-05,1.09097E-05,8.43826E-06,9.93658E-06,2.47781E-06,1.10619E-05,1.3241E-05,6.67271E-06,8.12236E-06,6.69236E-06,5.84019E-06,2.33958E-05,1.08881E-05,8.67721E-06,4.91506E-06,1.18989E-05,1.09632E-05,1.08515E-05,9.1541E-06,1.1576E-05,4.13308E-06,9.38313E-06,6.97283E-06
L-Asparagine,0,0.000012,0.0000084,0,0.0000067,0,0.00000871,0,0,0,0,0.00000394,0,0,0,0,0,0,0,0,0,0,0,0.00000171,0.00000534,0.0000041,0.0000411,0.00000661,0,1.11732E-07,1.78414E-05,1.13692E-05,1.61168E-05,1.60649E-05,1.5136E-05,0,0,0,0,0,0,0,0,0,0,0,2.03035E-08,0,1.5084E-08,0,0,0,0,1.20736E-05,0,5.3961E-06,4.03935E-06,2.67921E-06,8.11291E-06,4.89711E-06,0,4.06494E-06,4.99113E-06,4.45237E-06,5.0921E-06,1.81836E-08,0,0,0,5.31671E-06,1.30841E-07,5.22435E-06,6.19503E-06,0,7.05058E-06,4.73318E-06,0,0,8.45818E-06,0,0,3.61355E-06,3.52013E-06,4.19462E-06,5.20574E-06,4.99531E-06,4.86033E-06,3.55912E-06,0,3.03442E-06,6.10032E-06,4.36864E-06,4.64738E-06,0,0,7.06589E-08
L-Glutamine,0,0,0,0,0,0,0,0,0.00000368,0,0.0000465,0.0000191,0.0000145,0.0000395,0.0000259,0.00000888,0.0000158,0,0.0000494,0.0000237,0.000006,0,0.000000483,0,0,0.00000636,0.00000139,0,0.000000373,2.8931E-05,0,1.56993E-05,0,1.68176E-05,1.73624E-05,0,7.73924E-06,7.62923E-06,0,0,9.48074E-06,2.53028E-07,1.37832E-05,1.5101E-05,3.57781E-06,1.20853E-05,0,1.45304E-05,0,0,1.7635E-05,1.16424E-05,1.22264E-05,1.00536E-05,0,1.00507E-05,1.12664E-05,0,1.29942E-05,6.28608E-06,0,1.0023E-05,1.00356E-05,8.93769E-06,1.18846E-05,8.82533E-06,0,9.34908E-06,8.59467E-06,1.49562E-05,1.11027E-05,1.03223E-05,2.08215E-05,1.0832E-05,7.67322E-06,7.67195E-06,8.09581E-06,1.02438E-05,9.05657E-06,0,2.0051E-05,0,1.3933E-05,5.82272E-06,0,3.57274E-07,9.27816E-06,0,8.57151E-06,0,5.9943E-06,2.27294E-05,0,1.39465E-05,9.18327E-06,1.17836E-05
L-Hydroxyproline,0.00000423,0.0000102,0.0000137,0.00000504,0.0000112,0.00000813,0.00000765,0.0000193,0.00000527,0.000031,0.0000225,0.0000153,0.00000843,0.0000169,0.0000235,0.0000111,0.0000173,0.00000609,0.0000287,0.0000268,0.000015,0.00000556,0.00000676,0.00000353,0.00000295,0.0000125,0.0000149,0.0000107,0.00000292,7.03502E-06,1.76526E-05,9.61311E-06,1.26879E-05,1.20399E-05,9.22185E-06,3.59665E-05,5.93625E-06,8.20194E-06,4.76749E-06,1.35489E-05,2.05339E-05,6.7746E-06,1.73361E-05,1.47006E-05,6.60708E-06,1.4837E-05,2.88982E-05,2.47618E-05,6.90404E-06,3.60098E-06,7.58758E-06,1.40524E-05,7.10609E-06,1.25723E-05,2.39072E-06,1.14536E-05,1.29233E-05,7.78455E-06,3.22938E-05,1.2111E-05,2.2711E-05,1.10418E-05,1.98755E-05,9.25257E-06,1.21794E-05,4.76112E-06,1.9845E-05,6.42459E-06,8.22085E-06,1.71763E-05,9.48884E-06,9.40179E-06,8.91422E-06,1.24476E-05,9.81682E-06,1.11756E-05,1.78242E-05,1.38288E-05,1.22977E-05,1.18066E-05,6.50773E-06,1.08418E-06,1.29482E-05,1.35195E-05,4.73348E-05,1.46014E-05,9.24758E-06,1.48007E-05,6.43165E-06,4.78408E-06,5.4274E-06,1.05278E-05,1.0572E-05,9.56673E-06,6.55025E-06,7.34656E-06
L-Lysine,0.0000146,0.00002273,0.000013655,0.00000425,0.00001522,0.0000186,0.00001802,0.00000386,3.05E-08,0,0,0,0,0,0.00000104,6.71E-08,0.000000305,0.000000186,0,5.16E-08,0,0.000024,0.00000133,0.000001096,0.00001759,0.000036045,0.0000923,0.00003051,0.00000869,1.26586E-05,1.89216E-05,1.33149E-05,4.36229E-05,3.07066E-05,1.06759E-05,1.15049E-06,0,1.41438E-06,1.92118E-05,4.44895E-07,0,0,4.06943E-07,1.77915E-06,0,0,3.97028E-06,3.63354E-06,1.57682E-05,5.92182E-06,0,4.28742E-06,4.45968E-05,5.12246E-05,3.84543E-06,0,3.21608E-07,0,1.6771E-05,5.99415E-06,0,1.87832E-05,6.10161E-06,2.00186E-05,5.63731E-06,1.69464E-05,7.39818E-06,2.50238E-05,3.06219E-05,1.89347E-05,1.09725E-05,7.07615E-06,1.10484E-05,6.90709E-06,1.31068E-05,9.58665E-06,1.06589E-05,3.42271E-06,5.03186E-05,3.33546E-06,4.11804E-06,0,0,2.05157E-05,2.19433E-06,1.48052E-06,1.86966E-05,1.10264E-05,3.85712E-06,4.63767E-06,2.62534E-05,5.99321E-05,1.47789E-06,2.4898E-06,1.00927E-05,4.75972E-06
L-Norvaline,0.00000708,0.0000214,0.0000187,0.00000386,0.0000148,0,0,0.00000839,0.00000363,0,0.00000621,0,0.0000045,0.00000994,0,0,0,0.00000977,0.0000166,0.0000164,0.000009,0,0.0000132,0.00000379,0.00000458,0,0.0000183,0.00000726,0.00000193,2.21185E-05,8.25102E-06,1.25281E-05,6.26229E-06,9.10474E-06,6.47538E-06,9.57632E-06,1.5372E-06,5.10559E-06,4.35055E-06,7.97127E-07,0,6.79719E-07,2.18184E-06,3.99584E-06,3.70997E-06,4.2226E-06,6.68544E-06,7.48939E-06,1.7296E-05,2.9932E-06,1.04762E-05,3.05941E-06,6.62235E-06,4.00452E-06,5.83178E-06,1.34122E-06,8.32051E-06,2.3374E-06,4.63505E-06,4.02942E-06,7.39424E-06,3.49943E-06,4.30068E-06,5.06762E-06,7.30986E-06,0,5.05645E-06,1.27481E-05,1.18183E-05,8.11519E-06,0,2.54049E-05,6.93604E-06,1.8092E-05,7.88325E-06,6.75761E-06,6.36258E-06,2.93832E-05,1.01047E-05,2.30332E-06,2.33022E-06,2.14783E-06,3.56287E-06,7.19387E-06,1.99505E-06,1.57309E-06,2.26616E-06,4.19943E-06,1.02581E-06,0,2.05175E-06,8.43675E-06,2.66416E-06,3.94758E-06,2.53187E-06,6.52464E-06
L-Serine,0.00000879,0.0000105,0.0000141,0.00000594,0.0000129,0.0000121,0.0000141,0.0000117,0.00000401,0.0000148,0.00000543,0.0000166,0.00000773,0.0000162,0.0000237,0.00000284,0.00000735,0.0000137,0.0000243,0.000017,0.00000644,0.00000647,0.00000923,0.00000435,0.00000631,0.0000201,0.0000232,0.0000136,0.00000371,1.7043E-05,1.92903E-05,1.35706E-05,2.21297E-05,1.34898E-05,1.55924E-05,1.47684E-05,3.73906E-06,1.19301E-05,6.62662E-06,7.22203E-06,6.56846E-06,4.95646E-06,6.62847E-06,5.90003E-06,8.08189E-06,9.98235E-06,1.33873E-05,1.03675E-05,1.57131E-05,8.82602E-06,1.88067E-05,7.99426E-06,5.93296E-06,8.89941E-06,9.59869E-06,6.87436E-06,7.75868E-06,9.25917E-06,1.25786E-05,1.09735E-05,2.11368E-05,9.68394E-06,6.47669E-06,1.20588E-05,8.58984E-06,8.33553E-06,1.32259E-05,8.98653E-06,8.04271E-06,1.0592E-05,7.69941E-06,1.49926E-05,1.52161E-05,1.95682E-05,1.40858E-05,1.30649E-05,8.27497E-06,1.57373E-05,1.5551E-05,1.02399E-05,1.43141E-05,2.24057E-05,9.57564E-06,1.16255E-05,1.37739E-05,7.49065E-06,6.46143E-06,3.78491E-06,5.60484E-06,4.36221E-06,6.30007E-06,8.20886E-06,1.06468E-05,1.15185E-05,6.74006E-06,6.09043E-06
N-Acetylglucosamine,0.00000534,0.00000728,0.000019,0.00000687,0.00000835,0.00000973,0.00000888,0.0000109,0.00000456,0.0000222,0.0000133,0.0000189,0.0000145,0.0000388,0.0000459,0.00000662,0.0000122,0.00000626,0.000035,0.0000139,0.0000108,0.0000123,0.00000818,0.00000755,0.00000304,0.0000148,0.0000156,0.00000735,0.00000149,2.0883E-05,2.26514E-05,1.68862E-05,3.19207E-05,3.27915E-05,3.05335E-05,1.73189E-05,9.3387E-06,1.26824E-05,7.08952E-06,4.42446E-06,7.68834E-06,2.56359E-06,2.92383E-06,0,6.39648E-06,6.38519E-06,1.04813E-05,5.50486E-06,1.33658E-05,5.3361E-06,2.16306E-05,6.43819E-06,5.76824E-06,1.1757E-05,4.81467E-06,1.01466E-05,1.20826E-05,9.47994E-06,1.67326E-05,1.61744E-05,1.51959E-05,1.14733E-05,1.03335E-05,1.33219E-05,2.27276E-06,0,1.42382E-05,1.59688E-05,2.67399E-06,1.55685E-05,8.19248E-06,2.73922E-05,5.05405E-05,2.32954E-05,1.77907E-05,1.50912E-05,1.02527E-05,7.45357E-06,6.88852E-06,7.88018E-06,1.90905E-05,1.33653E-05,1.05562E-05,2.26691E-05,6.73654E-06,7.37158E-06,4.22237E-06,2.71372E-06,3.79762E-06,3.52666E-06,8.19577E-06,7.77622E-06,1.65948E-05,1.236E-05,4.52606E-06,3.76725E-06
Niacinamide,0.00000941,0.0000084,0.0000174,0.00000334,0.00000958,0.0000116,0.0000108,0.0000186,0.0000036,0.0000384,0.0000157,0.0000142,0.00000326,0.0000125,0,0.00000314,0.00000502,0.00000965,0.0000173,0.00000801,0.0000204,0,0,0.0000074,0.00000362,0.0000211,0.000022,0.00000983,0.00000282,2.00532E-05,1.14246E-05,2.36007E-05,1.91896E-05,2.05573E-05,2.926E-05,6.36307E-06,0,0,7.14457E-06,7.98175E-06,0,0,7.91547E-06,1.68449E-05,8.71994E-06,0,1.77092E-05,0,6.60679E-06,0,1.14484E-05,2.30414E-05,0,3.27006E-05,8.56452E-06,0,6.82863E-06,0,1.55015E-05,5.05192E-06,0,7.88624E-06,6.18573E-06,9.4394E-06,1.4942E-05,1.39082E-05,0,0,1.75841E-05,1.66636E-05,7.77901E-06,2.18621E-05,1.55921E-05,6.24891E-06,3.58667E-05,1.13449E-05,1.24517E-05,0,1.38027E-05,0,1.42222E-05,6.9578E-06,1.56258E-05,2.52405E-05,0,0,1.26574E-05,2.16566E-05,9.26232E-06,2.88964E-05,9.83896E-06,2.13703E-05,0,1.77684E-05,1.16838E-05,2.44416E-05
N-Methyl-alpha-aminoisobutyric acid,0.00000257,0.00000822,0.0000203,0.00000456,0.00000806,0.00000916,0.00000364,0,0.00000455,0.0000127,0.0000132,0.00000922,0.00000454,0.00000773,0.0000268,0.0000155,0.0000295,0.0000215,0.0000275,0.0000145,0.0000152,0.00000562,0.00000952,0.0000215,0.00000538,0.00000613,0.0000205,0.00000307,0.00000178,6.53981E-05,1.69019E-05,2.43883E-05,3.21904E-05,3.72455E-05,4.23895E-05,0,0,0,5.78143E-06,0,0,0,0,7.41673E-06,0,0,1.16965E-05,0,0,0,0,0,0,1.65392E-05,0,3.10558E-06,0,5.29431E-06,2.90915E-05,0,0,1.28373E-05,9.77011E-06,1.13479E-05,1.97084E-05,2.39142E-05,1.45163E-05,1.42681E-05,1.0256E-05,1.84262E-05,1.03432E-05,8.88769E-06,9.8307E-06,0,3.6438E-05,8.2614E-06,1.50931E-05,0,3.65267E-05,5.72208E-06,1.55663E-05,0,9.48956E-06,2.90654E-05,0,5.27526E-06,1.2884E-05,1.6524E-05,0,1.39413E-05,2.38348E-05,2.03747E-05,0,9.59895E-06,7.43377E-06,2.02846E-05
Phloroglucinol,0.00000967,0.0000115,0.0000229,0.00000852,0.0000122,0.0000179,0.0000112,0.0000116,0.00000565,0.0000143,0.0000145,0.0000144,0.00000908,0.0000238,0.0000264,0.0000122,0.000016,0.00000925,0.0000148,0.0000214,0.0000148,0.00000504,0.0000055,0.00000858,0.00000421,0.0000106,0.00000946,0.00000464,0.00000235,1.8086E-05,1.58579E-05,1.37491E-05,2.2574E-05,2.54113E-05,2.68224E-05,1.04126E-05,8.78204E-06,4.66584E-06,4.01782E-06,1.11894E-05,1.56978E-05,4.31129E-06,5.50615E-06,1.30903E-05,8.55928E-06,9.03321E-06,8.68823E-06,1.3436E-05,5.21069E-06,7.26039E-06,1.26681E-05,1.15651E-05,1.07703E-05,1.44836E-05,8.54411E-06,2.06963E-05,1.64468E-05,9.92078E-06,1.33042E-05,1.20917E-05,7.48831E-06,1.14247E-05,9.83436E-06,1.3011E-05,1.11825E-05,1.21715E-05,1.45995E-05,1.0041E-05,7.72575E-06,9.25824E-06,1.43801E-05,1.23632E-05,1.49728E-05,1.23504E-05,1.69444E-05,1.29457E-05,9.10912E-06,1.05898E-05,1.3237E-05,9.37465E-06,1.51185E-05,1.08374E-05,1.06257E-05,2.17316E-05,1.46981E-05,8.80543E-06,1.22997E-05,8.51491E-06,7.84232E-06,1.02073E-05,1.582E-05,1.13215E-05,1.68296E-05,1.4019E-05,1.05894E-05,9.82094E-06
Thr-Leu,0.0000117,0.00000995,0,0.00000486,0.00000674,0,0.0000088,0.0000181,0.00000884,0.0000323,0,0.0000251,0.00000321,0.0000205,0.0000161,0,0.00000627,0,0,0.0000119,0,0.00000267,0.00000496,0,0.00000569,0,0.000015,0.00000334,0.00000171,2.33559E-05,1.61431E-05,1.63613E-05,1.78373E-05,2.20696E-05,2.65359E-05,3.84148E-06,5.87725E-06,1.37827E-06,1.3985E-06,2.69168E-06,0,2.59652E-08,3.7377E-07,9.41991E-06,0,0,8.93223E-06,1.67967E-06,0,0,0,5.93689E-06,5.69575E-06,1.77937E-05,0,3.70034E-06,0,3.83256E-06,2.17307E-05,5.39408E-06,0,9.27205E-06,5.41945E-06,0,1.16114E-05,1.08552E-05,0,1.00376E-05,6.73004E-06,1.50845E-05,9.16967E-06,7.31275E-06,1.24492E-05,0,1.24171E-05,5.54388E-06,1.30798E-05,4.88681E-06,1.15212E-05,3.42193E-07,5.54045E-06,0,6.80163E-06,1.76223E-05,3.52984E-06,2.13387E-06,1.44942E-05,2.57189E-05,0,2.82594E-05,1.98448E-05,1.7809E-05,2.95858E-08,1.19329E-05,8.94762E-06,2.3629E-05
Xanthine,0,0.0000053,0.00000818,0,0.0000021,0,0.0000029,0.00000971,0,0,0,0,0,0,0,0,0,0,0.00000496,0,0,0,0,0.000000694,0,0.0000501,0.0000275,0.00000528,0.00000234,0,7.07938E-06,2.08247E-06,4.86299E-06,6.62708E-06,6.91047E-06,1.20815E-05,9.03821E-06,7.49784E-06,7.63845E-06,9.95185E-06,0,0,0,4.3085E-06,0,0,0,0,0,4.20889E-06,0,8.16119E-06,3.99873E-06,2.96482E-06,0,5.23855E-06,2.46663E-06,3.57858E-06,3.21494E-06,3.88908E-06,2.49733E-05,2.78877E-06,3.54068E-06,4.70658E-06,0,2.54441E-06,1.20025E-05,1.0528E-06,2.17097E-06,1.32989E-06,2.03543E-06,0,2.17773E-06,9.32315E-06,1.71591E-06,3.48252E-06,9.97905E-07,0,0,0,0,0,0,0,0,0,0,1.01361E-05,0,0,0,6.63784E-06,0,0,0,0
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol",0.0000149,0.00000467,0,0.00000282,0,0.0000201,0,0.00000359,0.0000182,0.0000157,0.0000202,0.00000931,0.00000536,0.0000287,0.000029,0.00000501,0.0000275,0.00000847,0.0000147,0,0.00000942,0,0.00000582,0.0000039,0,0.000000891,0.00000998,0,0.00000188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112867,0,0,0,5.59261E-05,0,0,0,0,0,2.03738E-05,0,0,0,3.72573E-05,0,0
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile",0.00000969,0.0000159,0.0000262,0.00000677,0.0000177,0.0000154,0.000012,0.0000143,0.00000413,0.0000153,0.00000905,0.000016,0.00000751,0.0000168,0.0000173,0.00000483,0.00000684,0.00000568,0.0000135,0.000013,0.00000959,0.0000053,0.000000231,0.00000929,0.00000518,0.0000169,0.0000159,0.00000842,0.0000031,3.33412E-05,4.0507E-05,0,4.16218E-05,4.21665E-05,3.80508E-05,9.94119E-06,0,8.99646E-06,0,8.55159E-06,0,0,0,3.39064E-06,2.72636E-06,4.13416E-06,3.26053E-06,0,4.12913E-06,0,0,5.56027E-06,1.41476E-05,2.44361E-05,3.55691E-06,1.15804E-05,0,1.19542E-05,1.39159E-05,1.83406E-05,0,1.33665E-05,1.09156E-05,8.42705E-06,1.18558E-05,1.27812E-05,1.77104E-05,1.28134E-05,1.25804E-05,1.49344E-05,1.86069E-05,1.56284E-05,1.16865E-05,1.30679E-05,1.44448E-05,5.26782E-06,4.54075E-06,5.65301E-06,6.60338E-06,5.96953E-06,5.82295E-06,1.25125E-05,1.35373E-05,1.54824E-05,2.05574E-05,1.01805E-05,0,4.1985E-06,3.17296E-06,5.05915E-06,1.43478E-05,1.28174E-05,1.76892E-05,9.76741E-06,6.20707E-06,0
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl",0.00000696,0.00000756,0.000018,0.00000657,0.00001,0.000012,0.0000103,0.00000899,0.0000054,0.0000141,0.0000117,0.0000165,0.00000797,0.0000153,0.0000296,0.00000967,0.0000161,0.0000164,0.0000211,0.0000294,0.0000142,0.00000924,0.00000878,0.00000658,0.00000433,0.0000151,0.0000142,0.0000108,0.00000292,0,6.76066E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137789,0,0,0,8.46999E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",0.00000738,0.00000781,0.0000147,0.00000576,0.00001,0.0000106,0.0000109,0.0000087,0.00000542,0.0000162,0.0000128,0.0000167,0.00000818,0.0000154,0.0000291,0.00000997,0,0.0000159,0.0000225,0.0000297,0.0000152,0.0000084,0.00000953,0.00000626,0.0000045,0.0000147,0.0000144,0.0000104,0.00000307,3.23391E-05,4.03685E-05,2.84443E-05,1.23522E-05,2.13261E-05,3.12431E-05,5.63252E-06,2.87968E-06,2.88155E-06,4.75349E-06,3.53208E-06,1.20202E-06,4.26927E-07,1.83341E-05,1.9577E-06,1.70955E-06,7.90822E-06,8.31783E-06,2.22444E-06,1.54106E-05,3.44348E-06,4.18478E-06,8.02567E-06,6.21728E-06,3.08329E-05,1.56958E-06,4.57633E-06,3.03467E-06,1.56838E-05,1.63937E-05,1.30548E-05,1.10322E-05,0,1.68486E-05,7.55155E-06,1.88753E-05,2.33777E-05,2.93958E-05,0,2.88043E-05,1.50894E-05,1.07922E-05,1.2182E-05,1.02438E-05,3.04282E-06,1.98536E-05,7.37795E-06,7.6461E-06,6.55556E-06,2.49106E-06,0,2.27832E-05,5.47005E-06,1.37079E-05,1.36822E-05,4.44619E-06,2.70817E-06,0,0,1.13562E-05,1.17311E-05,0,1.84703E-05,8.58977E-06,2.22953E-05,1.26226E-05,0
1-(2-Methoxy-1-methylethoxy)-2-propanol,0.00000795,0.0000121,0.0000202,0.00000739,0.0000134,0.0000134,0.00000909,0.0000114,0.00000506,0.0000203,0.0000152,0.0000137,0.00000749,0.000016,0.0000217,0.00000806,0.000011,0.0000139,0.0000205,0.0000243,0.0000135,0.00000556,0.00000838,0.00000775,0.00000456,0.0000142,0.0000135,0.00000719,0.00000278,0,0,0,0,0,0,0,0,0,5.62668E-05,0,0,0,0,0,0,0,0,0,0,0,0.000262441,0,0,0,0,0.000145286,0.000105845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1'-Biphenyl, 2,2',5,5'-tetramethyl",0.0000162,0.00000369,0.0000392,0.00000101,0.00000488,0.00000445,0.0000138,0.0000194,0.00000267,0.00000742,0.0000205,0.00000211,0.00000503,0.00000524,0.000016,0.0000045,0.00000775,0.00000593,0.0000301,0.0000219,0.000016,0.0000109,0.0000193,0.00000255,0.00000261,0.00000798,0.0000259,0.0000154,0.00000343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4,5-Cyclohexanetetrol",0.0000062,0.00000985,0,0,0.00000566,0.0000117,0,0,0.00000179,0.00000218,0.0000156,0.0000257,0.00000119,0.0000486,0.0000567,0.00000244,0.00000437,0.0000199,0.0000158,0,0.0000206,0.00000649,0.00000476,0.00000225,0,0.000032,0.0000281,0.00000861,0.00000117,0,1.75593E-05,0,0,0,1.25508E-05,2.18652E-05,1.8444E-05,1.00952E-05,9.81108E-06,1.16215E-05,1.07335E-05,4.43617E-06,6.52747E-06,0,1.06204E-05,1.38488E-05,9.19413E-06,1.27953E-05,7.04341E-06,1.27443E-05,2.74783E-05,2.23632E-05,9.25415E-06,1.98618E-05,2.66432E-06,1.94656E-05,0,0,0,2.6624E-05,0,2.58766E-05,1.78688E-05,0,2.126E-05,0,0,0,0,1.78975E-05,1.12926E-05,5.71663E-06,1.39188E-05,1.15929E-05,2.71407E-05,1.95121E-05,3.51194E-05,0,2.32997E-05,2.6965E-05,3.65329E-05,0,0,0,3.53244E-05,1.40811E-05,1.69237E-05,3.19312E-05,0,9.86284E-05,0,0,0,0,0,0
