NAME,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
Dodecanoic acid,2.7971670520343615e-05,1.630187471995777e-05,2.6577301920419655e-05,2.008698486329516e-05,1.945039667301927e-05,2.1841778363667705e-05,1.6806733516036798e-05,2.32416102774216e-05,2.284254472678872e-05,2.049905241642875e-05,2.304591577534761e-05,1.1281872769247187e-05,2.304591577534761e-05,2.0300517555349247e-05,1.979374274563558e-05,2.5058159326239772e-05,,,2.2545498786391935e-05
D-Psicofuranose,7.900262314483305e-06,1.0622152596074533e-07,1.2414203855034256e-05,5.0163559609822535e-08,6.195719989485858e-06,5.404488417593672e-06,2.3997195797453994e-07,2.9188931357302075e-06,6.195719989485858e-06,1.296183527434534e-05,6.906010842661122e-06,5.061030294190105e-06,8.137232674350063e-06,9.311484054051764e-06,,1.0572238813670336e-05,9.605783233152901e-08,1.1202664999138725e-05,5.57539324073144e-06
D-Ribofuranose,,,,,,1.0594866739571735e-06,,,,,,,,7.996172237437584e-05,6.497420543599718e-05,,,,
D-Ribose,2.680847064643316e-06,,,,,,,,,,,,,,,,,1.6696406259132334e-06,
D-Xylopyranose,,,2.160341828671319e-06,,,,,3.0433484155440252e-06,,,,,,2.1841778363667705e-05,1.9986426685893328e-05,,1.500034223834365e-05,9.97740278336511e-06,
D-Xylose,6.3342469606590835e-06,5.962390865157176e-06,6.3342469606590835e-06,4.060200940597134e-06,1.7467951015074844e-05,1.0262900891441453e-05,7.739159808239551e-06,2.0944208513152994e-05,,1.0594866739571735e-06,6.838683640633865e-06,5.652554360780266e-06,2.797508392698753e-07,1.4620042027486713e-05,4.3530922444890095e-08,2.1495977798260634e-05,1.110920651427007e-05,6.3342469606590835e-06,5.805401985800017e-06
"Erythrono-1,4-lactone",3.4796576262333415e-05,3.2541480802974324e-05,2.9897597847884973e-05,1.4147287377574098e-05,2.5475803733856748e-05,3.325545417503186e-05,2.284254472678872e-05,7.112681932278526e-05,4.786228592863906e-05,5.5536882704780605e-05,4.012561288730162e-05,3.123124662168535e-05,2.5902726833547406e-05,2.206122410994635e-05,2.5058159326239772e-05,3.773422781433982e-05,3.390145491397535e-05,2.7971670520343615e-05,2.4523908347813537e-05
Ethanolamine,1.1760244376352708e-05,1.825126257942127e-05,1.945039667301927e-05,1.572011312693568e-05,1.6558376670944696e-05,1.928136910916207e-05,2.109789863352044e-05,1.644556905298271e-05,2.0944208513152994e-05,3.5938707091906705e-06,5.962390865157176e-06,1.1413043010049007e-05,2.5475803733856748e-05,5.2620193109722245e-05,2.3629461226985454e-05,1.309830459546029e-05,7.556100302843182e-06,3.451649398285719e-06,4.667820533428246e-06
Ethyl alpha-D-glucopyranoside,6.572915440251007e-06,2.013307005113874e-07,9.540982189462616e-07,2.3997195797453994e-07,7.620728118776205e-06,6.497420543599718e-05,,7.130834026515903e-06,0.0001352344947285,1.2265969563571955e-06,,1.329476053784694e-06,0.0001352344947285,2.797508392698753e-07,4.011860496936214e-08,,6.4835340690195805e-06,4.680031389540245e-07,3.392496773917764e-07
Ethyl glycolate,2.832062856085168e-05,7.053780821325238e-06,1.0262900891441453e-05,1.4692668790401846e-05,5.5036087935702295e-06,1.5091424577953678e-05,5.962390865157176e-06,1.8723461074844276e-05,1.2078836338496938e-05,7.900262314483305e-06,7.556100302843182e-06,1.572011312693568e-05,9.782871268536e-06,,,2.008698486329516e-05,7.198196903208721e-06,4.667820533428246e-06,8.37997001251542e-06
Ferulic acid,9.11575565424583e-06,1.2697184393997278e-05,7.556100302843182e-06,8.789436112149386e-06,1.7616001737902115e-05,1.185895803842346e-05,1.3674707895242087e-05,2.5902726833547406e-05,2.3629461226985454e-05,1.4692668790401846e-05,1.110920651427007e-05,8.480942778780368e-06,9.042157442033253e-06,2.049905241642875e-05,7.053780821325238e-06,1.5172850763961797e-05,1.3674707895242087e-05,6.4835340690195805e-06,
"Gluconolactone (3R,4S,5R,6R)",,3.5938707091906705e-06,5.5036087935702295e-06,3.0433484155440252e-06,,4.4736981628389446e-06,3.838907268305318e-06,6.4835340690195805e-06,3.32334173050494e-06,,4.892517280039451e-06,7.5656840096351e-07,4.204972701868237e-06,3.451649398285719e-06,2.355667624442488e-06,4.591718606998633e-06,2.9188931357302075e-06,3.1616497607301085e-06,1.5242238489794084e-06
Glucopyranose,8.60022333596996e-06,2.4373025423558204e-06,9.213874226892582e-06,7.296450944916284e-08,5.57539324073144e-06,8.843702351791274e-06,4.591718606998633e-06,9.258704550439152e-06,5.739971462712748e-06,6.572915440251007e-06,5.153499881227712e-06,4.892517280039451e-06,5.962390865157176e-06,6.029258748765645e-06,5.346310822575526e-06,5.153499881227712e-06,5.652554360780266e-06,6.67648829467256e-06,4.060200940597134e-06
Glyceric acid,1.1612028479114978e-05,1.8591246095945467e-05,1.1347893720169177e-05,7.556100302843182e-06,1.5855880502191168e-05,3.993510637437755e-06,7.556100302843182e-06,1.8862619276440532e-05,1.8383241545773224e-05,1.945039667301927e-05,1.9986426685893328e-05,2.284254472678872e-05,1.2414203855034256e-05,1.7188950981714575e-05,9.782871268536e-06,1.4363782053803332e-05,2.5058159326239772e-05,1.9005123557686464e-05,8.52754837063112e-06
Glycerol monostearate,,,,,,,,,,,,,,,,,,,
Glycerol tricaprylate,,,,1.5967807379959314e-05,,0.0001000827545384,,,,,,,,,1.1202664999138725e-05,,,,
Glycerol,1.6670124926057917e-05,1.7616001737902115e-05,2.206122410994635e-05,1.4063340123578813e-05,1.9986426685893328e-05,1.8862619276440532e-05,1.5172850763961797e-05,2.7185629606634103e-05,2.620340902249302e-05,1.913654722617732e-05,1.7188950981714575e-05,1.500034223834365e-05,2.1291475120563603e-05,2.4523908347813537e-05,1.1996853279076284e-05,2.6577301920419655e-05,1.7062796515113937e-05,1.8383241545773224e-05,1.6806733516036798e-05
Glycolic acid,1.358575675930033e-05,1.1760244376352708e-05,2.0666979472325727e-05,9.575632659392894e-06,1.396174959971096e-05,1.630187471995777e-05,1.0435167259978e-05,1.6054494792383944e-05,1.2697184393997278e-05,1.9986426685893328e-05,1.630187471995777e-05,1.4902948435702968e-05,1.8383241545773224e-05,9.841198238582704e-06,1.1932006955256328e-05,1.2414203855034256e-05,1.825126257942127e-05,1.825126257942127e-05,1.644556905298271e-05
"Guanidine, N,N-dimethyl",1.4620042027486713e-05,8.074625385414086e-06,1.0778852401770285e-05,8.911788780169537e-06,1.0665728533051415e-05,9.18777604581322e-06,7.95241998232019e-06,1.4275578830208245e-05,1.1281872769247187e-05,9.71201344212411e-06,1.1612028479114978e-05,1.3674707895242087e-05,1.0262900891441453e-05,1.2078836338496938e-05,6.740618821722773e-06,1.3190012123189894e-05,1.1760244376352708e-05,9.213874226892582e-06,1.0665728533051415e-05
"Gulonic acid, gamma-lactone",,2.355667624442488e-06,3.1616497607301085e-06,,,,,,,5.940644450880551e-05,,3.680674354561085e-05,,,5.0013878547349586e-05,,5.0013878547349586e-05,4.012561288730162e-05,
Heptadecanoic acid,1.4275578830208245e-05,7.818997343889304e-06,9.11575565424583e-06,1.1202664999138725e-05,9.575632659392894e-06,8.664586869282965e-06,9.575632659392894e-06,1.2414203855034256e-05,1.4363782053803332e-05,1.1532250407178815e-05,1.2768255496444658e-05,1.693009845688965e-05,1.3466760060806866e-05,1.1760244376352708e-05,8.843702351791274e-06,9.906362729385416e-06,8.273461006934159e-06,1.0665728533051415e-05,1.0090781793674955e-05
Hexacosanoic acid,,,,1.4363782053803332e-05,,,,,8.37997001251542e-06,,,,,,,2.3629461226985454e-05,,,
"Hexadecanoic acid, 4-hydroxybutyl ester",5.805401985800017e-06,9.540982189462616e-07,7.255294676253472e-06,8.511103045165092e-07,5.805401985800017e-06,4.204972701868237e-06,2.4373025423558204e-06,4.285824892463443e-06,2.680847064643316e-06,,,,,,2.3997195797453994e-07,1.630187471995777e-05,3.1616497607301085e-06,1.5242238489794084e-06,7.198196903208721e-06
"Hexadecanoic acid, ethyl ester",1.1347893720169177e-05,5.878732359027068e-06,8.37997001251542e-06,6.800195758152759e-06,8.227600277440442e-06,7.198196903208721e-06,7.691870802174976e-06,1.1476418585063051e-05,1.0388217036061962e-05,7.353224287020933e-06,1.0262900891441453e-05,1.2871502161561729e-05,1.0435167259978e-05,8.137232674350063e-06,6.906010842661122e-06,9.521792448588312e-06,6.267353285256778e-06,7.353224287020933e-06,7.620728118776205e-06
"Hexadecanoic acid, methyl ester",1.3278573689408084e-05,5.404488417593672e-06,9.521792448588312e-06,1.2536257033858527e-05,7.95241998232019e-06,7.95241998232019e-06,7.353224287020933e-06,1.1413043010049007e-05,1.1347893720169177e-05,7.130834026515903e-06,9.71201344212411e-06,1.215491651726108e-05,1.0388217036061962e-05,8.074625385414086e-06,6.572915440251007e-06,9.213874226892582e-06,6.906010842661122e-06,7.130834026515903e-06,7.411163384854275e-06
"Hexadecanoic acid, tetradecyl ester",3.451649398285719e-06,2.3997195797453994e-07,,8.137232674350063e-06,,,,2.2328191271527273e-06,7.296450944916284e-08,,3.392496773917764e-07,1.2265969563571955e-06,1.1347893720169177e-05,,1.4194371463034196e-08,2.355667624442488e-06,1.3146498870419254e-07,5.940644450880551e-05,
Hexanedioic acid,1.4063340123578813e-05,6.740618821722773e-06,8.137232674350063e-06,1.2615483742156777e-05,9.841198238582704e-06,7.130834026515903e-06,5.346310822575526e-06,1.0620821558699816e-05,6.800195758152759e-06,6.195719989485858e-06,7.95241998232019e-06,8.718730892190622e-06,7.353224287020933e-06,7.053780821325238e-06,7.130834026515903e-06,8.074625385414086e-06,7.130834026515903e-06,5.346310822575526e-06,9.906362729385416e-06
Hexanoic acid,,,1.4275578830208245e-05,9.258704550439152e-06,1.6670124926057917e-05,,1.3355552836233331e-05,2.2306934121041924e-05,1.945039667301927e-05,1.79827107792425e-05,,3.923185740776969e-05,2.3887850772886572e-05,2.3629461226985454e-05,1.1476418585063051e-05,3.059419164787951e-05,1.1476418585063051e-05,2.0300517555349247e-05,1.621220549397703e-05
"Hexonic acid, 3-deoxy-, gamma-lactone",9.213874226892582e-06,1.0487570078712236e-05,6.979769416166107e-06,1.16750228775351e-05,7.198196903208721e-06,2.680847064643316e-06,1.0572238813670336e-05,8.911788780169537e-06,1.9950227610256658e-06,4.285824892463443e-06,1.185895803842346e-05,3.838907268305318e-06,9.47162724769854e-06,5.251696931839343e-06,9.906362729385416e-06,1.1202664999138725e-05,1.1202664999138725e-05,7.900262314483305e-06,9.11575565424583e-06
"Hydantoin, 5-hydroxy",,,,,,,,,,,,,3.18522214976345e-05,,3.576797677898148e-05,,,2.4523908347813537e-05,7.996172237437584e-05
Hydracrylic acid,1.2208818932674656e-05,2.32416102774216e-05,2.832062856085168e-05,1.1476418585063051e-05,1.1932006955256328e-05,1.0326710833809038e-05,1.6558376670944696e-05,1.0326710833809038e-05,9.47162724769854e-06,1.3278573689408084e-05,1.4444563084082658e-05,1.309830459546029e-05,1.3856208526654547e-05,8.227600277440442e-06,1.5172850763961797e-05,1.0044812570532567e-05,1.6054494792383944e-05,2.32416102774216e-05,2.4839556875137356e-05
Hydroquinone,1.0262900891441453e-05,1.979374274563558e-05,8.60022333596996e-06,7.307106905725083e-06,1.3355552836233331e-05,6.195719989485858e-06,7.620728118776205e-06,1.1532250407178815e-05,7.198196903208721e-06,9.521792448588312e-06,7.691870802174976e-06,8.37997001251542e-06,7.900262314483305e-06,,6.195719989485858e-06,9.11575565424583e-06,8.012154046405676e-06,6.029258748765645e-06,6.838683640633865e-06
Hymexazole,1.1532250407178815e-05,1.5172850763961797e-05,1.5365543292194056e-05,1.4558705444856754e-05,1.5172850763961797e-05,1.526312974151954e-05,1.2480303729688104e-05,1.227050958596087e-05,1.1996853279076284e-05,1.7616001737902115e-05,1.4147287377574098e-05,1.2697184393997278e-05,1.4692668790401846e-05,1.572011312693568e-05,1.185895803842346e-05,1.526312974151954e-05,1.4620042027486713e-05,1.309830459546029e-05,1.4620042027486713e-05
Idoxuridine ,9.042157442033253e-06,2.160341828671319e-06,7.691870802174976e-06,1.9950227610256658e-06,8.789436112149386e-06,7.620728118776205e-06,6.838683640633865e-06,3.2541480802974324e-05,1.2768255496444658e-05,7.818997343889304e-06,8.911788780169537e-06,5.153499881227712e-06,3.32334173050494e-06,5.346310822575526e-06,5.251696931839343e-06,9.36547765043883e-06,6.029258748765645e-06,3.32334173050494e-06,2.7786100683678203e-06
"Inosose-2, myo",1.215491651726108e-05,1.4558705444856754e-05,6.101294479028287e-06,8.37997001251542e-06,2.620340902249302e-05,2.7786100683678203e-06,1.0215618079267385e-05,8.227600277440442e-06,1.979374274563558e-05,8.664586869282965e-06,5.5036087935702295e-06,7.556100302843182e-06,6.906010842661122e-06,1.3856208526654547e-05,3.838907268305318e-06,1.6054494792383944e-05,3.838907268305318e-06,8.52754837063112e-06,6.101294479028287e-06
Isocitric acid lactone,5.346310822575526e-06,,1.1996853279076284e-05,2.5475803733856748e-05,2.7185629606634103e-05,1.0388217036061962e-05,3.32334173050494e-06,,1.3770475305366092e-05,9.575632659392894e-06,,,,,1.2265969563571955e-06,1.1040308477624518e-05,,,
Isonicotinic Acid,,,,,,,,,,,,,5.940644450880551e-05,1.128240951081323e-06,,,2.7185629606634103e-05,5.2620193109722245e-05,
Isopropyl myristate,1.2347078088056744e-05,8.137232674350063e-06,1.110920651427007e-05,9.841198238582704e-06,9.213874226892582e-06,1.0778852401770285e-05,1.0728957563634708e-05,1.3035304206314098e-05,1.1202664999138725e-05,9.11575565424583e-06,1.1202664999138725e-05,1.4692668790401846e-05,1.2347078088056744e-05,1.0044812570532567e-05,8.37997001251542e-06,1.2480303729688104e-05,8.074625385414086e-06,8.718730892190622e-06,9.841198238582704e-06
Isopropyl palmitate,1.3856208526654547e-05,8.975405167154785e-06,1.1932006955256328e-05,1.0487570078712236e-05,1.1040308477624518e-05,1.1202664999138725e-05,1.0388217036061962e-05,1.5091424577953678e-05,1.4558705444856754e-05,1.1040308477624518e-05,1.2697184393997278e-05,1.8145783165286223e-05,1.4063340123578813e-05,1.2871502161561729e-05,1.0090781793674955e-05,1.4147287377574098e-05,9.311484054051764e-06,1.1281872769247187e-05,1.1040308477624518e-05
Itaconic acid,,2.206122410994635e-05,3.773422781433982e-05,2.6577301920419655e-05,,3.773422781433982e-05,2.5058159326239772e-05,,,3.325545417503186e-05,,,,3.390145491397535e-05,,,2.9259696673225892e-05,,
Ketamine,2.9188931357302075e-06,6.27408295725197e-07,,9.605783233152901e-08,3.773422781433982e-05,,4.345004654507616e-05,1.3466760060806866e-05,2.7592097431907495e-05,6.497420543599718e-05,1.2480303729688104e-05,2.5058159326239772e-05,2.206122410994635e-05,1.5091424577953678e-05,8.480942778780368e-06,4.786228592863906e-05,6.67648829467256e-06,3.18522214976345e-05,1.7832546205416516e-05
Kojic acid,6.906010842661122e-06,5.346310822575526e-06,7.482180808301214e-06,6.740618821722773e-06,5.739971462712748e-06,5.251696931839343e-06,5.061030294190105e-06,,5.346310822575526e-06,4.667820533428246e-06,,4.204972701868237e-06,1.7822389905926072e-06,3.0433484155440252e-06,6.267353285256778e-06,4.824168698834687e-06,5.346310822575526e-06,4.204972701868237e-06,7.739159808239551e-06
L-(-)-Sorbofuranose,,,,,,,,,,,,,,,,,,,0.000356127239404
L-(+)-Lactic acid,,,1.5172850763961797e-05,9.782871268536e-06,,1.227050958596087e-05,4.285824892463443e-06,1.3190012123189894e-05,1.0044812570532567e-05,7.556100302843182e-06,,1.0487570078712236e-05,9.663234752463429e-06,7.95241998232019e-06,4.824168698834687e-06,1.296183527434534e-05,,6.838683640633865e-06,6.740618821722773e-06
L-(+)-Rhamnopyranose,,2.5902726833547406e-05,,1.6054494792383944e-05,,1.572011312693568e-05,1.16750228775351e-05,,1.6054494792383944e-05,1.4147287377574098e-05,2.206122410994635e-05,1.3466760060806866e-05,2.0666979472325727e-05,3.059419164787951e-05,4.345004654507616e-05,1.8383241545773224e-05,1.227050958596087e-05,2.1291475120563603e-05,6.497420543599718e-05
L-5-Oxoproline,1.0913699317503476e-05,1.6806733516036798e-05,1.979374274563558e-05,1.7616001737902115e-05,9.11575565424583e-06,1.621220549397703e-05,1.630187471995777e-05,7.198196903208721e-06,6.906010842661122e-06,1.5561833237917407e-05,1.5967807379959314e-05,1.8723461074844276e-05,1.7062796515113937e-05,9.18777604581322e-06,1.3674707895242087e-05,7.620728118776205e-06,1.4692668790401846e-05,1.7062796515113937e-05,1.959294730854357e-05
Lactic Acid,2.32416102774216e-05,1.0840204443001189e-05,2.620340902249302e-05,1.945039667301927e-05,3.059419164787951e-05,4.345004654507616e-05,2.1841778363667705e-05,7.996172237437584e-05,3.576797677898148e-05,2.206122410994635e-05,1.6670124926057917e-05,3.059419164787951e-05,3.2541480802974324e-05,1.396174959971096e-05,1.6558376670944696e-05,3.18522214976345e-05,2.6879062833220023e-05,2.008698486329516e-05,2.0666979472325727e-05
L-Alanine,7.996172237437584e-05,,,,,,,,,,,,,,,,,,
L-Aspartic acid,4.012561288730162e-05,2.2306934121041924e-05,1.7616001737902115e-05,1.8591246095945467e-05,6.800195758152759e-06,2.7592097431907495e-05,3.059419164787951e-05,7.739159808239551e-06,7.353224287020933e-06,9.258704550439152e-06,2.1495977798260634e-05,1.358575675930033e-05,1.2615483742156777e-05,9.97740278336511e-06,3.123124662168535e-05,1.0840204443001189e-05,2.9897597847884973e-05,1.621220549397703e-05,2.284254472678872e-05
Levoglucosan,5.153499881227712e-06,1.1612028479114978e-05,,6.4835340690195805e-06,1.3190012123189894e-05,6.4835340690195805e-06,9.71201344212411e-06,1.3278573689408084e-05,1.2347078088056744e-05,2.2328191271527273e-06,1.6696406259132334e-06,4.060200940597134e-06,1.579900772525557e-06,1.579900772525557e-06,1.7062796515113937e-05,1.5967807379959314e-05,8.511103045165092e-07,1.5561833237917407e-05,2.0300517555349247e-05
Levulinic acid,1.1202664999138725e-05,7.739159808239551e-06,1.630187471995777e-05,1.4444563084082658e-05,8.718730892190622e-06,1.5561833237917407e-05,6.906010842661122e-06,4.824168698834687e-06,7.307106905725083e-06,7.482180808301214e-06,6.267353285256778e-06,1.0215618079267385e-05,8.480942778780368e-06,7.198196903208721e-06,3.2548715103668688e-06,8.718730892190622e-06,7.053780821325238e-06,8.074625385414086e-06,7.255294676253472e-06
L-Fucose,8.843702351791274e-06,5.739971462712748e-06,6.838683640633865e-06,6.3799680352538855e-06,2.32416102774216e-05,1.0840204443001189e-05,6.029258748765645e-06,1.0044812570532567e-05,1.644556905298271e-05,8.480942778780368e-06,5.346310822575526e-06,6.979769416166107e-06,3.0433484155440252e-06,1.0326710833809038e-05,9.042157442033253e-06,2.206122410994635e-05,9.47162724769854e-06,5.878732359027068e-06,5.962390865157176e-06
L-Glutamic acid,9.663234752463429e-06,1.5967807379959314e-05,4.345004654507616e-05,3.2541480802974324e-05,5.251696931839343e-06,2.9897597847884973e-05,1.825126257942127e-05,5.153499881227712e-06,3.2548715103668688e-06,1.6806733516036798e-05,1.959294730854357e-05,2.620340902249302e-05,2.1841778363667705e-05,8.975405167154785e-06,2.1495977798260634e-05,6.740618821722773e-06,2.304591577534761e-05,2.2545498786391935e-05,2.832062856085168e-05
Lignoceric acid,,,,5.940644450880551e-05,2.5058159326239772e-05,,,,,,1.526312974151954e-05,,,2.832062856085168e-05,3.773422781433982e-05,,1.2414203855034256e-05,,
L-Isoleucine,4.5543860543956285e-05,7.112681932278526e-05,4.157008035756903e-05,3.325545417503186e-05,7.996172237437584e-05,1.959294730854357e-05,3.18522214976345e-05,2.620340902249302e-05,2.2306934121041924e-05,1.621220549397703e-05,1.644556905298271e-05,1.3856208526654547e-05,8.718730892190622e-06,1.7832546205416516e-05,2.32416102774216e-05,2.7971670520343615e-05,2.0666979472325727e-05,1.5472069966158023e-05,2.6577301920419655e-05
L-Leucine,3.123124662168535e-05,5.5536882704780605e-05,2.6879062833220023e-05,7.95241998232019e-06,3.390145491397535e-05,1.4558705444856754e-05,2.1495977798260634e-05,2.0300517555349247e-05,1.913654722617732e-05,1.2480303729688104e-05,1.2347078088056744e-05,1.1347893720169177e-05,6.101294479028287e-06,1.4818777915433826e-05,2.0300517555349247e-05,2.9259696673225892e-05,1.4818777915433826e-05,1.296183527434534e-05,2.0944208513152994e-05
l-Leucyl-l-valine,1.0155997232356115e-05,1.945039667301927e-05,3.680674354561085e-05,2.4523908347813537e-05,,1.8383241545773224e-05,1.7467951015074844e-05,,,1.215491651726108e-05,1.4063340123578813e-05,,1.4902948435702968e-05,2.6879062833220023e-05,3.923185740776969e-05,2.284254472678872e-05,1.3770475305366092e-05,1.7344629467056497e-05,2.5475803733856748e-05
L-Proline,2.5058159326239772e-05,3.680674354561085e-05,2.7971670520343615e-05,1.9005123557686464e-05,1.979374274563558e-05,1.4620042027486713e-05,1.7188950981714575e-05,1.0215618079267385e-05,1.0953974500899492e-05,1.2414203855034256e-05,4.4736981628389446e-06,1.913654722617732e-05,1.621220549397703e-05,1.5967807379959314e-05,1.4902948435702968e-05,2.5902726833547406e-05,2.109789863352044e-05,1.1413043010049007e-05,1.3674707895242087e-05
L-Rhamnose,8.227600277440442e-06,1.7822389905926072e-06,8.52754837063112e-06,8.975405167154785e-06,1.1476418585063051e-05,9.311484054051764e-06,9.521792448588312e-06,6.101294479028287e-06,6.572915440251007e-06,6.906010842661122e-06,5.57539324073144e-06,3.993510637437755e-06,6.3342469606590835e-06,4.591718606998633e-06,6.101294479028287e-06,8.37997001251542e-06,6.740618821722773e-06,6.979769416166107e-06,5.652554360780266e-06
"L-Sorbopyranose, (1S,2R,3S)",,,,,,,,,,,,,,,,,,,
L-Threonine,1.500034223834365e-05,1.500034223834365e-05,4.786228592863906e-05,3.773422781433982e-05,1.1281872769247187e-05,2.869457507807134e-05,2.206122410994635e-05,1.2480303729688104e-05,1.2536257033858527e-05,1.0778852401770285e-05,1.8723461074844276e-05,2.206122410994635e-05,1.6806733516036798e-05,1.6670124926057917e-05,2.4523908347813537e-05,1.3035304206314098e-05,2.049905241642875e-05,1.2414203855034256e-05,3.773422781433982e-05
"L-Valinamide, N(2),N(2)-dimethyl",,,,2.7786100683678203e-06,,1.128240951081323e-06,,4.786228592863906e-05,7.996172237437584e-05,,0.0001352344947285,,7.112681932278526e-05,0.0001936990815429,4.157008035756903e-05,,6.497420543599718e-05,,
L-Valine,2.5475803733856748e-05,3.923185740776969e-05,2.1291475120563603e-05,1.8723461074844276e-05,2.414684762315199e-05,1.0913699317503476e-05,1.913654722617732e-05,1.5472069966158023e-05,1.4692668790401846e-05,9.906362729385416e-06,1.0728957563634708e-05,1.0155997232356115e-05,6.740618821722773e-06,1.0665728533051415e-05,1.572011312693568e-05,1.7467951015074844e-05,1.7832546205416516e-05,1.1040308477624518e-05,1.5967807379959314e-05
L-Valyl-L-leucine,,2.7185629606634103e-05,,,2.206122410994635e-05,3.2541480802974324e-05,5.0013878547349586e-05,,,,,5.5536882704780605e-05,5.5536882704780605e-05,4.012561288730162e-05,5.940644450880551e-05,,0.0001000827545384,0.0001000827545384,
Malic acid,3.1616497607301085e-06,1.5091424577953678e-05,1.7822389905926072e-06,4.680031389540245e-07,3.923185740776969e-05,5.57539324073144e-06,8.511103045165092e-07,1.6670124926057917e-05,7.112681932278526e-05,1.8729174152879864e-06,6.27408295725197e-07,1.6696406259132334e-06,3.680674354561085e-05,5.148709247549425e-07,7.296450944916284e-08,3.32334173050494e-06,1.0594866739571735e-06,2.7786100683678203e-06,5.2620193109722245e-05
"Mannonic acid, gamma-lactone",,,,,,,5.148709247549425e-07,,,,,,,,,,,,
Menthol,1.8145783165286223e-05,1.1281872769247187e-05,5.962390865157176e-06,1.7822389905926072e-06,1.5472069966158023e-05,,1.0840204443001189e-05,2.109789863352044e-05,1.693009845688965e-05,1.4063340123578813e-05,1.8862619276440532e-05,2.1291475120563603e-05,1.7467951015074844e-05,1.5855880502191168e-05,9.575632659392894e-06,6.029258748765645e-06,1.309830459546029e-05,1.358575675930033e-05,1.500034223834365e-05
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",1.4558705444856754e-05,2.049905241642875e-05,1.396174959971096e-05,1.3278573689408084e-05,1.2414203855034256e-05,1.1760244376352708e-05,5.57539324073144e-06,1.4692668790401846e-05,1.3856208526654547e-05,9.36547765043883e-06,1.0778852401770285e-05,6.195719989485858e-06,4.4736981628389446e-06,6.3799680352538855e-06,9.97740278336511e-06,1.6670124926057917e-05,1.0215618079267385e-05,2.160341828671319e-06,1.0215618079267385e-05
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,,2.3887850772886572e-05,,,,,1.8723461074844276e-05,3.773422781433982e-05,2.5058159326239772e-05,3.773422781433982e-05,3.680674354561085e-05,,,2.6577301920419655e-05,1.7344629467056497e-05,,,2.620340902249302e-05,
Methyl alpha-Arabinofuranoside,7.353224287020933e-06,,1.6806733516036798e-05,1.7344629467056497e-05,1.0778852401770285e-05,1.4147287377574098e-05,6.3799680352538855e-06,5.404488417593672e-06,8.227600277440442e-06,2.1841778363667705e-05,1.8383241545773224e-05,1.6806733516036798e-05,2.109789863352044e-05,2.5475803733856748e-05,2.008698486329516e-05,2.7592097431907495e-05,2.5475803733856748e-05,2.0666979472325727e-05,1.79827107792425e-05
Methyl alpha-D-glucofuranoside,,,,,,,,,,,,,,,,,,,
Methyl alpha-N-acetyl-D-galactosamine,,,,,,,,,,,,,,0.000356127239404,7.112681932278526e-05,,,,
Methyl beta-Arabinofuranoside,,,,,8.074625385414086e-06,7.818997343889304e-06,1.7484467376909954e-07,8.273461006934159e-06,2.304591577534761e-05,,,,1.8729174152879864e-06,,,,,,
"Methyl galactoside (1S,2S,3S,4R,5R)",5.5036087935702295e-06,,5.404488417593672e-06,,,,,5.5536882704780605e-05,4.824168698834687e-06,,,0.0001936990815429,,,8.137232674350063e-06,4.285824892463443e-06,,,
Methyl stearate,1.309830459546029e-05,6.101294479028287e-06,7.307106905725083e-06,8.012154046405676e-06,7.691870802174976e-06,8.273461006934159e-06,9.663234752463429e-06,1.1040308477624518e-05,9.11575565424583e-06,9.213874226892582e-06,1.7832546205416516e-05,1.2615483742156777e-05,1.2208818932674656e-05,1.0155997232356115e-05,8.975405167154785e-06,7.255294676253472e-06,8.480942778780368e-06,8.32966123896967e-06,6.800195758152759e-06
Methylmaleic acid,,3.123124662168535e-05,2.284254472678872e-05,2.3629461226985454e-05,,3.680674354561085e-05,3.680674354561085e-05,0.0001000827545384,4.012561288730162e-05,5.2620193109722245e-05,2.9259696673225892e-05,2.9897597847884973e-05,,,2.7592097431907495e-05,7.112681932278526e-05,2.832062856085168e-05,7.112681932278526e-05,5.940644450880551e-05
