Node 1 ID,Node 1 Name,Node 1 Tissue,Node 2 ID,Node 2 Name,Node 2 Tissue,Node 1: Direction of Change,Node 2: Direction of Change,Total Sample Size,"Pooled/Avg. Correlation Coefficient, Spearman",FDR-Adjusted P-Value,"Pooled Correlation P-Value, Spearman",Meta-Analysis P-Value,"Correlation Coefficient, Spearman, VECPAC","Correlation P-Value, Spearman, VECPAC","Sample Size, VECPAC","Correlation Coefficient, Spearman, LPS","Correlation P-Value, Spearman, LPS","Sample Size, LPS","Correlation Coefficient, Spearman, DSS","Correlation P-Value, Spearman, DSS","Sample Size, DSS",Node 1: Degree,Node 1: Degree Percentile,Node 1: Feces-Degree (# Connected Nodes in Feces),Node 1: Feces-Degree Percentile,Node 1: Plasma-Degree (# Connected Nodes in Plasma),Node 1: Plasma-Degree Percentile,Node 1: Plexus-Degree (# Connected Nodes in Plexus),Node 1: Plexus-Degree Percentile,"Node 1: BiBC, Feces-Cortex, via Plasma","Node 1: BiBC, Feces-Cortex, via Plasma (%ile)","Node 1: BiBC, Feces-Cortex, via Plexus","Node 1: BiBC, Feces-Cortex, via Plexus (%ile)","Node 1: BiBC, Feces-Cortex, via Both","Node 1: BiBC, Feces-Cortex, via Both (%ile)","Node 1: BiBC, Feces-Striatum, via Plasma","Node 1: BiBC, Feces-Striatum, via Plasma (%ile)","Node 1: BiBC, Feces-Striatum, via Plexus","Node 1: BiBC, Feces-Striatum, via Plexus (%ile)","Node 1: BiBC, Feces-Striatum, via Both","Node 1: BiBC, Feces-Striatum, via Both (%ile)","Node 1: BiBC, Plasma-Plexus","Node 1: BiBC, Plasma-Plexus (%ile)","Node 1: BiBC, Plasma - Cortex","Node 1: BiBC Percentile, Plasma - Cortex","Node 1: BiBC, Plasma - Striatum","Node 1: BiBC Percentile, Plasma - Striatum","Node 1: BiBC, Choroid Plexus - Cortex","Node 1: BiBC Percentile, Choroid Plexus - Cortex","Node 1: BiBC, Choroid Plexus - Striatum","Node 1: BiBC Percentile, Choroid Plexus - Striatum","Node 1: BiBC, Choroid Plexus - Remaining Brain","Node 1: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 1: BiBC, Choroid Plexus - Other Transcriptomics","Node 1: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 1: Frustration,Node 1: Total # of Inputs,Node 1: # Inputs Indicating Up,Node 1: # Inputs Indicating Down,"Node 1: Median Abundance, VECPAC, CRE-","Node 1: Median Abundance, VECPAC, CRE+","Node 1: Median Abundance, LPS, CTRL","Node 1: Median Abundance, LPS, 2.5h","Node 1: Median Abundance, DSS, CTRL","Node 1: Median Abundance, DSS, T1",Node 1: Minimum Control Abundance,Node 1: Coefficient of Variation,Node 2: Degree,Node 2: Degree Percentile,Node 2: Feces-Degree (# Connected Nodes in Feces),Node 2: Feces-Degree Percentile,Node 2: Plasma-Degree (# Connected Nodes in Plasma),Node 2: Plasma-Degree Percentile,Node 2: Plexus-Degree (# Connected Nodes in Plexus),Node 2: Plexus-Degree Percentile,"Node 2: BiBC, Feces-Cortex, via Plasma","Node 2: BiBC, Feces-Cortex, via Plasma (%ile)","Node 2: BiBC, Feces-Cortex, via Plexus","Node 2: BiBC, Feces-Cortex, via Plexus (%ile)","Node 2: BiBC, Feces-Cortex, via Both","Node 2: BiBC, Feces-Cortex, via Both (%ile)","Node 2: BiBC, Feces-Striatum, via Plasma","Node 2: BiBC, Feces-Striatum, via Plasma (%ile)","Node 2: BiBC, Feces-Striatum, via Plexus","Node 2: BiBC, Feces-Striatum, via Plexus (%ile)","Node 2: BiBC, Feces-Striatum, via Both","Node 2: BiBC, Feces-Striatum, via Both (%ile)","Node 2: BiBC, Plasma-Plexus","Node 2: BiBC, Plasma-Plexus (%ile)","Node 2: BiBC, Plasma - Cortex","Node 2: BiBC Percentile, Plasma - Cortex","Node 2: BiBC, Plasma - Striatum","Node 2: BiBC Percentile, Plasma - Striatum","Node 2: BiBC, Choroid Plexus - Cortex","Node 2: BiBC Percentile, Choroid Plexus - Cortex","Node 2: BiBC, Choroid Plexus - Striatum","Node 2: BiBC Percentile, Choroid Plexus - Striatum","Node 2: BiBC, Choroid Plexus - Remaining Brain","Node 2: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 2: BiBC, Choroid Plexus - Other Transcriptomics","Node 2: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 2: Frustration,Node 2: Total # of Inputs,Node 2: # Inputs Indicating Up,Node 2: # Inputs Indicating Down,"Node 2: Median Abundance, VECPAC, CRE-","Node 2: Median Abundance, VECPAC, CRE+","Node 2: Median Abundance, LPS, CTRL","Node 2: Median Abundance, LPS, 2.5h","Node 2: Median Abundance, DSS, CTRL","Node 2: Median Abundance, DSS, T1",Node 2: Minimum Control Abundance,Node 2: Coefficient of Variation
1715,Cacng4,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,39,94.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,367.8,70.0%,763.7,81.0%,488.8,77.6%,,,,,839.5,76.2%,579.2,58.1%,2321.5,90.3%,412.2,59.4%,3312.9,77.5%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1733,Adcy2,Striatum,1708,Fkbp1b,Striatum,Up,Up,,,,,,,,,,,,,,,20,84.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,68.8,43.3%,262.1,52.7%,172.7,53.2%,,,,,111.7,39.7%,360.1,50.2%,1281.2,78.3%,239.1,48.9%,1880.4,61.5%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1739,Cacna2d3,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,52,97.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,550.4,77.6%,908.1,84.2%,724.8,86.6%,,,,,1315.0,85.8%,1178.8,77.0%,3114.7,95.0%,592.3,67.6%,4885.8,86.8%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1750,Oxr1,Striatum,1708,Fkbp1b,Striatum,Up,Up,,,,,,,,,,,,,,,20,84.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,14.6,30.2%,59.7,32.9%,30.5,31.1%,,,,,55.4,34.3%,796.1,66.5%,625.0,58.2%,556.5,66.4%,1977.5,63.3%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1757,Ly6e,Striatum,1708,Fkbp1b,Striatum,Up,Up,,,,,,,,,,,,,,,22,86.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,134.7,51.2%,163.0,44.4%,117.6,46.0%,,,,,336.2,54.2%,572.4,57.9%,1739.2,85.4%,348.3,55.2%,2660.0,71.5%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1762,Adcy5,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,44,96.0%,0,34.5%,0,35.8%,1,43.4%,,,,,,,435.2,73.0%,1173.0,89.1%,850.2,89.1%,,,,,1111.4,81.8%,795.2,66.4%,3579.2,96.7%,872.7,78.6%,5247.2,88.3%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1778,Strn,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,49,96.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,1122.5,90.6%,821.6,82.5%,769.6,87.7%,,,,,1801.3,90.4%,812.0,67.1%,2949.7,94.3%,699.3,71.6%,4460.9,84.6%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1893,Agbl5,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,27,90.6%,0,34.5%,0,35.8%,1,43.4%,,,,,,,3675.1,98.9%,2390.6,97.4%,2798.5,98.9%,,,,,3042.9,96.0%,1434.6,80.7%,2504.6,92.1%,977.3,81.1%,4916.5,86.9%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1944,C2cd2l,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,33,93.1%,0,34.5%,0,35.8%,0,16.3%,,,,,,,228.6,57.9%,317.1,59.4%,218.4,57.6%,,,,,359.2,54.9%,1554.6,82.8%,3543.6,96.6%,732.3,72.6%,5830.4,90.7%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1984,Jcad,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,44,96.0%,0,34.5%,0,35.8%,2,60.1%,,,,,,,868.2,86.7%,2380.0,97.3%,1797.2,97.5%,,,,,1240.1,84.1%,566.6,57.8%,3143.2,95.2%,564.4,66.8%,4274.2,83.7%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2002,Klf16,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,15,79.1%,0,34.5%,0,35.8%,0,16.3%,,,,,,,230.2,58.1%,62.1,33.4%,35.0,32.0%,,,,,286.3,51.5%,95.8,32.6%,301.1,44.7%,53.0,30.4%,449.8,31.2%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2048,Scube3,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,38,94.5%,0,34.5%,0,35.8%,0,16.3%,,,,,,,139.8,51.8%,584.9,73.2%,290.6,62.8%,,,,,1855.1,90.8%,715.7,62.2%,3226.5,95.5%,537.3,65.5%,4479.5,84.7%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2155,Gng7,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,38,94.5%,0,34.5%,0,35.8%,1,43.4%,,,,,,,587.5,78.6%,548.5,71.7%,437.4,75.0%,,,,,1143.7,82.6%,854.2,68.8%,2281.8,90.0%,649.0,69.7%,3785.0,80.8%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2165,Synpo2,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,18,82.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,55.0,40.9%,214.9,49.2%,101.6,43.9%,,,,,124.8,41.2%,223.7,42.8%,958.1,70.9%,49.0,29.5%,1230.8,50.1%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2189,Spock3,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,54,97.6%,0,34.5%,0,35.8%,0,16.3%,,,,,,,794.5,85.5%,1697.2,94.8%,1329.3,94.8%,,,,,1806.2,90.6%,676.0,61.1%,3543.3,96.6%,472.2,62.7%,4691.5,85.6%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2252,Gpr88,Striatum,1708,Fkbp1b,Striatum,Down,Up,,,,,,,,,,,,,,,51,97.1%,0,34.5%,0,35.8%,0,16.3%,,,,,,,601.2,79.8%,1509.2,93.3%,1014.4,91.8%,,,,,1387.7,86.4%,1023.9,73.2%,4333.5,98.1%,841.8,77.6%,6199.2,92.0%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2309,Hspa1a,Striatum,1708,Fkbp1b,Striatum,Up,Up,,,,,,,,,,,,,,,21,85.9%,0,34.5%,0,35.8%,0,16.3%,,,,,,,109.8,48.4%,221.8,49.8%,125.0,47.2%,,,,,305.7,52.1%,481.1,55.1%,1808.0,86.1%,409.4,59.2%,2698.6,71.8%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
2344,4921539H07Rik,Striatum,1708,Fkbp1b,Striatum,Up,Up,,,,,,,,,,,,,,,24,88.4%,0,34.5%,0,35.8%,0,16.3%,,,,,,,187.2,55.3%,759.5,80.9%,541.3,79.9%,,,,,603.0,68.9%,557.3,57.5%,2279.8,90.0%,446.4,61.5%,3283.5,77.3%,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,13.4,29.6%,26.7,27.9%,21.1,28.5%,,,,,21.2,27.8%,51.4,26.7%,103.9,32.0%,18.2,22.0%,173.5,22.0%,,,,,,,,,,,,
1715,Cacng4,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,39,94.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,367.8,70.0%,763.7,81.0%,488.8,77.6%,,,,,839.5,76.2%,579.2,58.1%,2321.5,90.3%,412.2,59.4%,3312.9,77.5%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1718,Sec14l1,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,26,89.9%,0,34.5%,0,35.8%,0,16.3%,,,,,,,316.4,67.1%,601.6,74.2%,415.1,74.0%,,,,,638.6,70.7%,233.7,43.5%,1639.6,84.0%,320.9,53.8%,2194.2,65.8%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1720,Coch,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,16,80.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,324.2,67.6%,458.9,67.3%,337.7,68.5%,,,,,641.6,70.8%,237.8,43.8%,1653.7,84.1%,465.7,62.4%,2357.2,68.4%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1739,Cacna2d3,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,52,97.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,550.4,77.6%,908.1,84.2%,724.8,86.6%,,,,,1315.0,85.8%,1178.8,77.0%,3114.7,95.0%,592.3,67.6%,4885.8,86.8%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1762,Adcy5,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,44,96.0%,0,34.5%,0,35.8%,1,43.4%,,,,,,,435.2,73.0%,1173.0,89.1%,850.2,89.1%,,,,,1111.4,81.8%,795.2,66.4%,3579.2,96.7%,872.7,78.6%,5247.2,88.3%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1778,Strn,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,49,96.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,1122.5,90.6%,821.6,82.5%,769.6,87.7%,,,,,1801.3,90.4%,812.0,67.1%,2949.7,94.3%,699.3,71.6%,4460.9,84.6%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1820,Fbxl16,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,39,94.8%,0,34.5%,0,35.8%,3,69.5%,,,,,,,12445.6,99.9%,2951.1,98.5%,4759.5,99.9%,,,,,17764.2,100.0%,1658.5,84.0%,6967.3,99.5%,1563.0,91.6%,10188.8,97.5%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1845,Rbms1,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,36,94.0%,0,34.5%,0,35.8%,0,16.3%,,,,,,,661.5,81.3%,948.2,85.2%,689.0,85.3%,,,,,1211.4,83.6%,1117.5,75.6%,3659.0,96.8%,667.6,70.6%,5444.1,89.1%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1870,Kcnq5,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,15,79.1%,0,34.5%,0,35.8%,0,16.3%,,,,,,,57.8,41.6%,248.3,52.0%,164.3,52.2%,,,,,114.6,40.1%,517.4,56.6%,616.3,57.8%,154.0,42.2%,1287.7,51.3%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1876,Enho,Striatum,1709,Rnf144a,Striatum,Up,Down,,,,,,,,,,,,,,,23,87.7%,0,34.5%,0,35.8%,0,16.3%,,,,,,,1015.3,89.3%,1064.1,87.7%,884.8,89.8%,,,,,1312.4,85.7%,310.4,48.1%,3508.4,96.4%,180.7,44.7%,3999.5,82.3%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
1979,Adra2a,Striatum,1709,Rnf144a,Striatum,Up,Down,,,,,,,,,,,,,,,20,84.8%,0,34.5%,0,35.8%,2,60.1%,,,,,,,1483.2,93.6%,661.0,77.3%,638.1,83.7%,,,,,3389.5,96.6%,1591.6,83.4%,3285.8,95.7%,551.3,66.1%,5428.6,88.9%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2038,Ano2,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,18,82.8%,0,34.5%,0,35.8%,2,60.1%,,,,,,,1387.7,93.0%,353.6,61.6%,557.2,80.5%,,,,,1403.2,86.7%,695.6,61.6%,612.1,57.5%,194.9,45.9%,1502.6,54.4%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2048,Scube3,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,38,94.5%,0,34.5%,0,35.8%,0,16.3%,,,,,,,139.8,51.8%,584.9,73.2%,290.6,62.8%,,,,,1855.1,90.8%,715.7,62.2%,3226.5,95.5%,537.3,65.5%,4479.5,84.7%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2138,Scn4b,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,50,96.9%,0,34.5%,0,35.8%,1,43.4%,,,,,,,218.4,57.3%,520.7,70.6%,359.9,70.2%,,,,,528.4,65.6%,722.1,62.4%,1806.7,86.0%,497.9,63.8%,3026.7,75.0%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2155,Gng7,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,38,94.5%,0,34.5%,0,35.8%,1,43.4%,,,,,,,587.5,78.6%,548.5,71.7%,437.4,75.0%,,,,,1143.7,82.6%,854.2,68.8%,2281.8,90.0%,649.0,69.7%,3785.0,80.8%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2165,Synpo2,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,18,82.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,55.0,40.9%,214.9,49.2%,101.6,43.9%,,,,,124.8,41.2%,223.7,42.8%,958.1,70.9%,49.0,29.5%,1230.8,50.1%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2189,Spock3,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,54,97.6%,0,34.5%,0,35.8%,0,16.3%,,,,,,,794.5,85.5%,1697.2,94.8%,1329.3,94.8%,,,,,1806.2,90.6%,676.0,61.1%,3543.3,96.6%,472.2,62.7%,4691.5,85.6%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2228,Ccdc177,Striatum,1709,Rnf144a,Striatum,Up,Down,,,,,,,,,,,,,,,20,84.8%,0,34.5%,0,35.8%,0,16.3%,,,,,,,138.4,51.7%,87.0,36.7%,68.6,38.6%,,,,,180.1,45.7%,59.3,28.0%,387.7,48.7%,48.0,29.4%,495.0,32.7%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2234,Slc24a3,Striatum,1709,Rnf144a,Striatum,Up,Down,,,,,,,,,,,,,,,44,96.0%,0,34.5%,0,35.8%,0,16.3%,,,,,,,595.8,79.5%,1115.5,88.6%,794.9,88.0%,,,,,1162.3,82.7%,776.6,65.8%,3974.0,97.3%,828.0,77.4%,5578.5,89.8%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
2252,Gpr88,Striatum,1709,Rnf144a,Striatum,Down,Down,,,,,,,,,,,,,,,51,97.1%,0,34.5%,0,35.8%,0,16.3%,,,,,,,601.2,79.8%,1509.2,93.3%,1014.4,91.8%,,,,,1387.7,86.4%,1023.9,73.2%,4333.5,98.1%,841.8,77.6%,6199.2,92.0%,,,,,,,,,,,,,30,92.3%,0,34.5%,0,35.8%,0,16.3%,,,,,,,195.9,55.9%,190.4,46.8%,117.3,45.9%,,,,,396.0,56.5%,268.3,45.5%,1253.9,77.9%,428.3,60.4%,1950.5,62.8%,,,,,,,,,,,,
