,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124
Octanoic acid,1263341.552,2060745.953,1408412.637,1261065.892,1416343.632,2174243.102,1007095.391,1373716.345,2257143.391,1368079.779,2392397.621,1172045.555,1487596.473,2605959.316,2534077.473,1409965.755,1780515.763,1933983.791,1133428.233,2214120.546,1564480.143,615665.8314,1297182.36,396021.2487,2122757.72,1735209.774,1827085.214,1494893.121,1751866.838,1959643.266,1959846.523,2159658.583,1753317.38,1965592.899,1856674.824,1784100.551,1750180.12,1787035.387,2136062.43,1960219.876,1701731.533,1950685.014,1687479.675,1939489.729,1813336.035,1499232.547,1642569.927,1767371.045,1801122.274,1664704.574,1939822.127,1397531.847,1411923.938,1679758.844,1410831.257,1467411.531,1666341.92,1666022.21,1453763.942,1240686.776,1453003.862,1416196.577,1594114.837,1467485.319,1766801.465,1503958.643,1520046.49,1487273.134,1334426.777,1435102.35,1509584.696,1723153.173,1655350.281,1521367.586,1538389.247,1855538.729,1647061.426,1396862.617,1797551.146,1657000.896,1860984.29,1680060.339,1627122.389,1501511.478,1384766.742,1476625.047,1599156.594,1278689.93,1484852.143,1547530.029,1843316.253,1367564.894,1272511.539,1494474.161,1575441.174,1542763.542,1687040.464,1240560.135,1146548.48,2274993.822,2458200.226,2049367.695,1956727.498,1119496.289,1083267.353,1113780.654,438579.956,1778787.946,867459.1756,1752588.612,1647804.296,1473343.886,1673861.887,1359901.728,1264010.104,1767875.504,1524711.174
Octocrylene,1008.824985,15758.50807,0,8797.06505,5254.04944,0,6589.423279,0,14678.59782,50.11650949,0,0,0,25358.33334,16675.31734,4687.263648,0,6382.127866,7059.991313,14475.58045,23425.85628,4866.825252,5721.395271,7493.142092,16289.26358,13193.26241,13342.05543,4289.517973,0,17583.12195,0,16115.65,53709.01395,15610.27639,0,0,7236.464174,0,0,0,4323.75078,28469.11352,0,2249.5217,0,15607.41751,0,14142.07592,0,9164.67599,15815.783,13910.70498,0,28226.74064,4675.669462,13085.90759,40537.1321,15860.71815,4441.185378,0,0,0,0,16250.36842,0,10987.98968,15925.85756,8594.510608,13506.40582,15807.33027,27534.88751,20937.33194,0,15237.69011,19419.94113,20559.19407,0,11630.06337,20624.54091,15374.92561,16578.3853,21483.88549,15743.18337,28682.95321,12709.59548,0,0,0,11284.17304,0,0,0,2308.03649,2849.066564,0,6127.066664,0,0,0,0,0,6881.124102,7441.545927,0,4418.959126,4334.236595,0,0,2876.741209,0,0,0,0,0,0,9675.115679,336.8992844
Octopamine,104856017.9,83306284.55,126874858.5,92650627.41,37050262.39,0,83301748.7,173183923.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32308678.67,118876262.8,0,190284147.2,160025000.6,0,153841496.4,223201614.6,189422742.8,123087291.1,0,177434781.2,205568643.7,132083167.4,247764181.2,221246676.5,121225443.2,0,0,82508271.11,209180072.2,163326206,0,0,91723578.48,253331949.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103717685.6,0,0,0,0,0,0,0,0,4926796.431,5815653.905,0,0,478053.6572,0,0,0,0,0,4268411.515,0,0,0,0,10139791.16,0,5094203.294,0,5960533.104,0,0,0,3052360.713,0,0,0,6448010.388,6057780.911,7440028.305,6545997.572
Ornithine,2333216.655,14752921.92,3027730.711,470330275.2,3035788.232,697328.8041,7361733.747,11916755.06,9846764.503,8224575.272,5307210.452,16667112.2,18776201.64,9698651.54,4538660.903,268332428.3,112755484.4,7717670.853,166577115.1,6758918.551,469532409.1,497733620,274702634.7,10379543.53,153207077,0,0,0,119815846.3,0,0,0,151911242.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10560128.96,0,0,0,0,14586142.29,0,0,19517507.07,0,0,0,117546587.7,0,0,0,17247735.5,0,13088814.2,0,0,138609955.5,0,130949402.6,0,0,149384572.5,131597762.8,0,880125435.4,75849857.28,394660981.1,0,987631899.8,0,0,0,0,18046565.76,0,40367671.93,496197741.3,818392559.6,615447391.2,23682581.79,0,0,0,0,0,485689179.3,1099013577,0,893452944.4,39158162.71,1109657454,391038918.8,0,0,0,0
Oxalic acid,289897.6091,1025808.774,887051.6602,1122708.113,336030.4528,300477.7014,945374.0389,808132.8516,1053008.469,1035990.744,1213355.837,850476.7493,1218776.148,911916.9363,1114808.431,1343398.72,1119001.559,440488.8709,808891.9586,975485.9054,972369.3787,734678.7065,1093218.98,882973.2364,1139962.213,781954.759,883035.4407,930460.7146,955119.5418,985414.9014,877942.114,1163103.637,909664.2378,820705.7902,1151814.923,1138403.459,1220807.226,1318177.084,1071145.48,1218226.309,1141463.203,1183188.258,1297311.364,1292941.923,857976.3689,941071.0754,794811.8274,855799.8661,1185758.671,939375.2346,1049108.928,975665.4556,785328.2913,969866.6227,692180.4704,802169.9608,860109.0653,708409.4373,1202579.805,892626.4223,1167859.445,1041735.523,1242257.489,1326192.784,1376663.496,1399148.809,1276713.375,1527555.909,1062075.191,1133699.003,1328489.338,1297059.768,1418299.832,1373527.859,1466987.897,1056441.852,1021629.459,1142595.588,879928.8296,861953.4189,1042274.972,1322177.062,1003271.403,1389505.333,1107167.993,787746.3607,645402.8487,521123.5861,443875.1743,545846.6036,869779.8037,901555.9105,858966.0393,912750.1493,789323.4495,977903.4385,631672.9093,518794.221,619125.484,501469.9773,427647.9754,313465.7418,442659.7238,708842.6113,675570.2759,657648.8988,683342.9197,607253.3355,581709.0913,463957.6824,537356.6336,434562.5379,635680.4175,365718.9832,463484.6744,545555.2165,459328.4456
"Oxalic acid, allyl octyl ester",23641.37928,24944.07837,28731.55628,25436.26877,0,2956.523362,29629.90204,0,32047.18734,24994.96013,0,26976.6212,0,0,29803.15461,22391.53816,29827.53551,29491.9789,32804.60856,29649.15783,26784.73148,25435.00089,0,28655.33933,0,0,0,0,0,0,0,0,0,0,0,0,44607.06116,0,0,44214.08743,0,0,0,51316.76502,0,39226.34562,57680.73042,58151.28384,40549.68663,48578.2516,55654.85387,52853.09254,54740.86709,42773.18221,82277.53733,61189.43063,0,0,41233.49758,0,73494.15217,0,87844.52502,0,55648.45408,53535.70045,59643.49004,43858.81775,0,0,54300.6125,82288.79716,58091.34323,99917.43397,54651.91638,47863.54816,0,0,63239.97113,77677.88306,0,58364.37728,62275.01588,76793.91521,80812.01857,0,393.1117918,0,1327.131664,0,0,0,0,0,1316.169593,2483.177894,0,0,0,0,0,0,1719.152732,11119.05629,0,1294.507797,0,0,0,0,0,0,1617.945619,1514.613067,300.1740473,0,1450.000846
p-Hydroxydiisopropylbenzene,188691.2014,1610256.703,332378.7099,1072375.396,1114693.599,2082331.504,131203.4788,292518.6132,2424046.65,412598.3379,3121528.644,947298.7854,1266046.022,2357624.355,2487883.311,1236529.883,2140531.69,2490482.038,920937.6861,2436754.142,2394262.178,982601.9649,1317302.227,298551.8871,3773123.008,953639.223,970499.4249,974224.2403,1006161.691,1129908.823,1072668.652,565576.6908,720456.5073,1111118.386,1075154.317,802409.0234,1062916.808,2973086.35,2004569.104,965656.9669,955626.5528,1060241.776,984558.2492,956892.8244,1360412.669,1108036.676,1373653.429,1150823.252,1205589.016,1309244.176,1364161.612,1549917.838,1149005.58,1035270.923,1044762.905,1149935.736,1058743.124,1291614.491,980953.5115,925456.6426,1064495.249,969365.7877,1157258.667,1189926.496,1134981.131,1182174.013,1178989.512,1080042.679,904081.8432,980884.1785,1165071.4,1220530.323,1321873.732,1319845.168,1380207.299,1928322.185,1342106.332,1246703.754,1344523.084,1162289.54,1329960.922,1190194.513,1359168.96,1139424.153,1896635.285,2689732.753,2064027.644,2244685.375,1715938.301,2681175.694,1163544.07,1940146.325,2114555.886,2070425.981,1984237.364,1434308.428,2181253.46,2374269.514,0,1916230.978,2730864.55,2311480.934,2675538.165,1742777.247,1778596.422,1556622.599,2879004.67,3385820.282,3259950.511,3238257.89,3456833.495,0,3436927.798,2038046.222,2233452.417,2890391.79,2603317.749
p-Toluic acid,3555.453272,4988.046302,2605.874881,8611.567654,4985.531075,4364.731572,5728.070575,4871.8524,3964.580106,8243.302876,6298.166517,5359.027785,5513.797319,3487.645927,6229.775399,3201.251865,5407.119342,3285.295256,7692.799945,3297.331112,6484.19057,2933.327364,2514.520006,2474.476404,3702.42339,288.6324735,316.2651859,262.9372573,321.7427249,0,120.0853878,359.698312,328.815503,0,0,270.1399821,0,0,0,0,347.4632181,0,396.7062666,0,446.9283438,0,371.0075236,399.5754716,359.2777888,384.1788109,131.8664961,307.8241083,0,316.0963032,0,355.7779999,348.7088424,0,0,0,0,789.8120557,0,348.8854808,0,374.1893348,0,0,394.09716,0,0,372.444319,0,405.2205847,371.525441,0,0,0,0,0,0,0,0,645.7408553,0,27534.00688,26815.28407,19294.99467,3300.74847,59212.89409,3632.812033,5699.792525,5679.278284,8521.610824,3905.895948,9937.898361,27074.53231,13872.18416,14803.7303,33741.45745,35331.87257,3622.125807,3585.885693,4896.445507,5054.404877,3321.321073,15039.10049,9914.01357,5293.985273,38561.68326,13411.09727,22383.03827,24788.1744,1153.858994,9958.250614,3561.981671,3216.022756
Palmitelaidic acid,22180935.84,24589029.42,25892459.4,6649087.627,14155400.74,16619959.06,24714261.14,23874022.41,24136733.9,27488909.63,25319216.13,6026009.453,30084130.04,22513374.66,6170378.026,29635011.74,24908758.96,19803469.6,32486794.57,16016073.43,24922878.19,15407075.46,16843263,18897324.91,22230680.54,7342467.245,21962139.1,6309594.998,9714722.572,13980320.43,9549310.482,12766949.66,17224070.41,30846230.29,13842961.08,21644219.08,15922349.07,19155636.7,12249501,14864523.58,17028312.79,16908492.83,0,11028996.03,10056811.28,11763899.12,13549258.83,23810928.78,12137173.1,13772787.52,8834301.314,25787980.47,16581939.02,3661683.856,50908148.51,51314916.23,13436942.27,12792883.06,30943915.91,12784108.33,7527342.082,14923177.66,11111781.78,9818139.745,12593047.56,7706027.532,11311408.44,0,12827942.94,38572443.58,23812761.79,50051001.13,11852651.63,26199550.99,6544193.544,14756725.48,36976301.68,26151547.86,19957325.34,21371544.81,0,9646047.924,55460982.24,6751386.747,10144646.86,51178411.1,3251486.604,67720364.06,34168707.78,28705464.99,16751456.04,12647177.12,10400293.37,11312423.79,37333735.88,15303867.72,40904400.9,50900362.6,49748016.13,0,46741053.16,35604681.26,50404917.24,24957206.21,22910193.97,17273405.68,66626446.96,59693739.43,38612316.23,47148181.44,37403606.28,68078151.03,55973229.38,20189520.57,6950542,0,24644731.6
Palmitic Acid,0,0,1374202.026,1683387.465,457286.8888,1632135.254,0,12145288.19,2327775.951,2194818.144,530357.981,17959049.53,30152377.91,21387283.74,37672614.5,1293822.958,18577358.21,24858707.89,1915693.91,42089450.55,2498634.357,42496046.84,2456778.052,1127093.551,21652867.99,2220965.777,10094269.4,2067512.704,227610.1576,11600938.43,83077.12899,252187.2509,8897837.765,88129.11151,7013962.688,0,21694.91658,310377.5499,223725.4671,111958.7365,550152.7079,993107.3461,392868.2782,431812.513,137414.0635,5803290.957,525325.0724,364516.3919,0,2280512.239,0,487627.7556,23150.00832,232257.851,1600202.658,1373299.477,471791.4148,459221.1634,0,460542.1265,104910.8213,0,10054174.26,20691178.05,1084315.415,99592.26278,72829.31473,2593249.416,0,4012755.973,8584040.727,3774878.109,2908954.609,541878.8053,13038518.38,3951508.847,5309694.435,10722935.19,4517768.973,287448.3707,12334601.9,3694512.009,4508070.851,6751506.035,3622528.068,47217224.12,57043641.94,15987314.26,53734602.35,12197918.7,23049729.67,46633621.89,4934106.563,34109682.34,34239174.89,5382737.946,66054205.29,10417979.25,37591478.52,59218418.26,51413056.03,47510921.2,16466.62306,138011.1702,0,49943253.03,249497.3908,0,2136623.632,67108.6251,88517.37702,95829.05091,21828746.82,8534274.903,7537481.423,9179365.79,330674.0846
Pantolactone,177703.9513,205395.7953,141071.3087,243729.1739,183176.5824,207314.4517,194018.2841,175948.8341,150023.0122,190694.7254,235687.908,219695.4919,240712.3668,204989.5034,224160.5417,188817.0525,221593.1555,169163.0656,228544.2188,142121.0678,231911.72,143737.1416,162437.5976,46179.02103,167826.1563,141519.9164,154103.7266,172477.6132,163132.7336,186614.4816,185494.1962,184241.6193,162238.7454,176902.5764,175206.0912,177966.4412,183551.9114,188864.6098,168332.9331,179813.2407,187018.0491,186885.1014,202182.9716,205734.3561,193568.8641,193986.287,187655.3147,205026.3677,187940.0461,199072.2967,183550.5145,205073.9585,224736.9765,167352.4521,200628.7783,228242.1244,175529.041,177328.4711,163266.5165,175495.7948,163049.8676,172796.2363,185034.663,188854.8497,177535.5276,184454.9134,227735.6199,195834.2251,203231.4841,202896.9063,171255.4499,194937.006,172748.4948,206872.3627,202274.1706,201911.8231,192204.0301,198789.6107,193776.0295,213223.2909,195684.0265,199718.0489,217290.9508,169591.2648,185278.8077,182513.7508,206435.3698,171463.7706,187349.648,189923.3269,191361.2598,199083.1907,184777.5803,192098.7121,184360.4256,194745.8317,165299.3463,179792.7542,157417.9458,167131.3052,173737.0708,184813.7468,203409.7103,157826.9866,159699.1167,164607.9551,165718.0193,196609.7229,185999.7874,174939.5492,176795.1463,203616.0375,186043.3933,175402.65,184258.0114,231218.0756,187272.3055
Pantothenic acid ,1538959.339,587958.7656,6148686.071,2364420.08,0,4612718.707,31110.37537,0,5440404.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450537.739,0,0,0,0,0,0,0,0,0,0,0,0,0,289090.9653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26221233.97,0,15296385.22,0,0,0,0,0,13526126.18,0,0,0,5211759.246,4189056.644,0,0,0,0,0,0,0,0,0,0,0,72071.21494,0,0,0,381557.9705,0,0,0,0,0,0,269786.2869,0,0,493729.2645,0,351534.1286,0,0,0,0
Pentacosanoic acid,0,0,0,0,13076.49689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11398.51158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28094.40495,0,0,0,0,0,0,13150.63113,0,0,0,0,12044.3345,0,0,7553.29328,0,0,0,0,0,0,0,0,0,0,0,41897.62332,7672.060815,0,0,0,0,0,0,0,0,0,0,4.194613466,3.377669607,3.676993999,0,0,4.248730176,4.510703887,4.374644145,0,0,5.828194485,0,4.844069734,0,0.934328566,3.497938821,0,0,0,2.025691797,1.203267318,0,0,0,0,0,0,0,0.297468424
Pentadecanoic acid,4812492.318,5827237.224,5689939.096,5066785.844,4738530.716,4349655.016,4989829.517,6671261.495,5445881.706,6310422.222,6397575.367,5703678.42,6430238.423,7497797.508,7053547.496,7209745.453,7408399.267,5550096.434,7020844.604,5984108.698,5831569.168,5654051.876,6308497.995,6599321.529,6295174.154,0,4135083.234,3927471.113,0,4756397.275,4370273.463,4758962.633,6174421.354,4989090.614,5452986.387,5200801.234,5122192.352,5346307.752,5168036.587,5212395.47,5846515.105,6099207.933,5428471.676,6004296.284,5329756.567,5345047.897,5541077.995,5863264.479,6072495.03,5065103.015,5304088.751,167061.4161,4363264.629,3684771.332,4252028.038,5164596.259,6598813.78,4178119.327,4964560.687,4523424.636,5104334.321,4074268.817,4742496.492,4721789.791,5346495.982,4666567.72,6088754.113,4935375.507,4954189.687,5689148.004,4983811.401,4968094.636,5026311.067,1475233.174,4833044.509,5176427.494,4971695.56,4901734.52,4868383.621,4849182.67,4450181.636,4562590.421,4709832.091,4529260.855,4689678.152,8518283.587,10841590.81,11055460.37,5870690.435,7564855.074,7220395.029,7531126.755,6300185.997,6585855.907,7281928.597,6936059.084,10060113.78,10576517.46,8789805.526,15096728.89,12085717.72,6272973.485,9771111.416,6240565.655,6309371.381,6470455.297,9360069.233,11350624.31,9225350.795,15347525.74,11195834.56,15919938.91,11186676.27,5848550.095,5282957.564,7275802.497,6860590.712
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",39971.30486,71917.84829,66552.17111,142119.2943,0,38228.084,99817.03293,199357.0171,61838.49461,62893.91366,60975.50918,84616.2729,100384.8948,57913.51585,99974.34864,54982.3655,84226.60677,48874.67349,45769.9346,80440.62195,76545.29889,56991.82829,127136.1634,53613.11265,71966.98061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133803.3789,128570.9499,0,0,0,0,0,0,6171.687001,0,0,0,0,244238.1468,114625.158,0,0,0,0,0,0,0,9532.317748,0,0,107346.5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511675.816,0,0,1163300.067
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",1491.217392,0,2486.601527,1031.991719,0,1891.286429,1916.455326,3538.049424,2468.95216,0,5516.690306,1540.019394,2276.887512,3183.008665,2402.348551,3790.30627,2150.557865,4156.826628,4549.952724,1840.116363,3668.159138,2959.1469,2663.081392,2108.584734,3038.273467,0,1275.524869,547.7813246,104.9327734,0,0,0,0,9.426347114,0,1369.323802,161.9679526,0,0,0,0,0,12.78138768,0,0,596.931439,0,2.741957646,0,0,0,0,0,0,0,0,0,0,0,0,137.3664268,0,0,0,0,1319.521763,2360.727236,0,0,0,0,0,0,0,0,791.4592068,0,56.163722,5452.184012,405.9394184,6734.89333,1799.425841,0,301.5303583,6000.860351,0,0,0,0,0,28744.75765,0,0,0,0,0,0,0,0,0,0,0,0,0,48402.58717,41972.4995,0,0,0,0,0,0,0,15456.31484,0,13045.72615,39079.87627
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",319.5348589,517.875076,802.2685086,3740.550715,2016.526785,0,727.8890111,2637.306918,519.9267542,0,448.8856214,734.7307389,1424.742018,0,1025.832968,0,0,432.8969966,587.1110014,0,0,0,1609.767472,0,605.1026475,239.1876157,209.1387136,226.4838735,241.4913347,228.6164978,246.5853086,241.4187976,354.9579622,270.3210306,283.801544,323.6360111,289.1415504,249.3499735,311.1444807,322.9003253,238.3926182,296.8651311,322.4221429,380.2430487,272.4497992,301.9402029,283.3693343,401.8271825,334.9101886,265.0789526,258.8923997,171.3619999,201.0473072,246.7966281,191.3865208,235.6394903,202.9042776,266.1695857,327.9832135,333.5564442,327.5376053,241.1557212,311.0874489,285.3956239,267.5456967,291.509417,339.4158367,245.7265241,383.8408581,370.5995758,332.4573667,272.2936815,327.0698952,268.431441,303.4173673,285.7405228,263.0374144,236.8994917,261.7054888,230.0188419,240.0642231,323.5761758,245.6004143,250.3536158,229.2197293,7655.462853,5022.116565,0,0,4272.522371,0,0,0,0,0,0,0,1067.179246,4705.72904,1534.767759,0,0,0,0,0,0,5269.646146,0,714.9774594,1135.759166,0,4266.330104,4566.734045,0,0,0,0
Pentanoic acid,0,126951.3551,319437.173,0,301037.318,166348.8197,0,367258.5206,0,75817.86224,333577.4928,217508.2077,85566.83921,0,101567.4904,0,278305.0949,334957.5186,80768.9348,110670.0146,247642.59,180668.567,213803.948,96255.38597,185209.8134,172653.487,114992.1383,141598.6283,120052.8526,123043.0546,91384.36021,96403.88844,144028.3241,76717.60365,112260.7929,218857.0791,202568.5721,178463.9553,209871.9843,252464.105,183607.3146,75105.29022,218569.9597,388263.5464,192431.7901,148214.3268,234714.8557,312410.1322,293649.1033,141315.0495,153659.0096,247070.9177,235124.0995,217256.9344,208787.0618,311708.7698,104365.085,119141.4737,258836.8623,86581.64137,216408.6795,105501.1309,121954.9713,202066.9666,186629.7819,210866.0576,285634.2141,209241.5001,288439.8266,273499.0102,183024.4585,159572.6944,196464.6864,209564.8788,272265.7026,207578.1159,321057.2207,236856.352,119461.5504,304942.6966,90451.28808,286817.48,314737.0683,96060.26989,122958.7579,104480.2528,106284.3906,41614.62997,106838.7526,75393.88185,108974.2098,209144.6524,149997.4842,110928.0237,89382.0047,54510.90149,72697.32737,238936.572,165024.132,231946.4462,159080.8102,159633.0984,211980.4507,93132.94142,196976.4046,243758.0964,120427.3006,203582.5835,215316.6227,183502.4949,181819.855,84643.33775,93727.76152,107277.1476,100240.1757,421692.1024,201899.43
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",11479.85176,11468.55606,26443.8588,18710.93497,12017.77137,14134.7943,13140.74662,13341.75467,13591.00676,11231.47534,16141.85437,15391.41122,16522.23421,12933.57499,13518.52162,13561.90659,13663.73024,12727.69443,14272.93932,12936.95033,12888.5726,11934.93285,13555.05855,2.552108491,15646.35629,18616.20529,25548.25402,21860.65746,9305.858123,19986.88463,21951.58043,22108.82909,24217.66943,20261.5644,23366.15936,24882.80844,32280.34679,25480.44641,26681.754,26589.7076,26022.31708,28200.67555,18161.72014,27789.40232,24222.1371,22812.69847,21690.00245,20240.69401,24893.42091,22944.3818,22866.12617,15167.60561,15058.7838,13442.94565,14154.55873,16174.90074,16512.84941,13846.65081,18711.91061,19733.50715,17713.23358,28589.98213,18446.20937,27227.8888,4748.429018,23453.57585,20979.67474,18614.6667,18688.43312,24399.86202,22470.25892,22541.82999,23359.45172,13851.44333,21463.73006,8637.762305,18458.29782,22050.04757,5705.573575,5590.671137,14608.61623,20625.06578,17729.21569,20842.74694,14401.35965,21784.41177,0,14924.00955,0,15412.96134,0,0,0,0,0,0,20497.52408,16645.43228,18107.59529,0,0,0,0,0,0,0,0,22916.52111,0,0,16265.69638,15109.89523,19869.82611,0,0,0,0
Pentylone,2800728101,0,604488586.4,24201598590,8813542546,7558179017,2966328427,1.32E+11,54542915596,75360223927,0,0,7104208503,6753953716,0,0,0,0,99813924.71,0,0,0,0,0,126653224.9,5372.491345,0,0,0,0,0,0,108225.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11705.22846,0,0,0,210091.9122,0,0,0,0,0,0,0,763945.4416,0,251363.1439,0,0,418.5436404,375377.1294,0,0,138256.6677,3270.667333,0,3276816.635,0,503173.7807,0,3158.773576,0,0,0,1034044.448,1358127.768,146014982.8,224287608.1,19259009636,0,199971219.1,155558281.8,1183540727,0,0,112519693.4,42865926.46,0,0,0,105492499.3,11099252089,0,110660989.9,24636383.99,0,86493369116,709328.024,1.10E+11,1726502676,1.77E+11,3.69E+11,5396092693,2.05E+11,4010653343,0,40800494569,21765980397
Petroselinic acid,153.1667103,0,357.090799,0,0,132.2749259,6435.986081,5.099879633,398.7827643,0,348.6485401,0,0,0,0,365.5322677,0,0,130.2425315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.645267,7712.18519,0,0,0,0,0,0,0,0,0,2219.293314,1656.729496,0,0,0,0,0,0,6785.260153,0,0,0,0,6283.200486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.63292078,0,0,0,54.23464228,0,0,1289.859604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887.7687828
Phenanthridin-6-ol ,259731294.5,0,568551852,63049093.7,389272813.1,295255769.3,175102516.6,155789660,118310715.6,122421497.7,0,83527011.98,91417961.27,0,0,73320499.4,99502908.01,0,0,0,0,0,37533267.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782908464.2,0,788627459.5,543342275.7,0,0,0,0,0,508543148.7,0,442357726.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329996946.1,0,107537723.7,0,228017679.8,0,0,0,0,0,0,87908951.69,443036909.5,305577454.8,1423056219,392410063.1,0,0,0,0,0,403939184.9,314382527.7,0,288617705.1,781244995.9,2045660803,782195278.5,0,0,0,0
"Phenol, 3,5-bis(1,1-dimethylethyl)-",215292.3434,308015.2431,271937.8844,264654.6795,375425.1179,269637.6721,310612.5269,135731.3924,273469.5343,355124.845,261474.7594,233426.4739,235573.1227,218121.8806,246425.9181,159714.9373,181167.8697,114033.8428,136976.4664,141330.5741,113320.6749,108752.8884,346138.8779,137385.3542,112323.6488,0,0,0,0,0,561095.5325,133144.9154,0,527784.2033,0,0,0,543473.1802,0,176454.1625,0,489292.3809,0,586247.4686,532856.5582,0,0,558436.2923,530644.911,579933.2858,536119.9545,0,0,165579.7412,498533.7086,545473.2547,509932.5343,477046.029,96837.33871,0,0,576987.3751,619905.6777,592473.7526,569720.3774,645863.3085,0,565108.9655,586496.8809,0,0,573141.6977,526505.6041,631328.3473,537746.8238,555238.1468,532934.7343,543805.4299,551193.2648,735614.0526,540638.6306,550296.9032,0,507170.5496,538419.1696,82355.02858,59051.05215,311891.9706,28126.25494,203338.0771,22372.0814,18260.68549,20252.3723,35987.11747,46364.37177,24754.43785,234565.0786,360095.5032,269513.763,84208.33139,264621.0443,33632.83394,11912.16812,13364.3547,22615.78647,21572.89716,81510.8324,216007.3726,57986.82438,239496.1618,377639.2489,101659.1918,290242.3817,76979.0406,20510.80163,5697.90111,15521.91359
